출발_동,도착_동,label,score
노량진동,사직동,,0.999906417
노량진동,삼각산동,,0.100056841
노량진동,삼선동,,0.99903509
노량진동,삼성동,1,1
노량진동,삼양동,,0.409318996
노량진동,삼전동,0,0.0956053114
노량진동,상계동,,0.998903922
노량진동,상도동,1,1
노량진동,상봉동,,0.458735845
노량진동,상암동,,0.983839187
노량진동,상일동,,0.121773203
노량진동,서강동,,0.57334415
노량진동,서교동,1,1
노량진동,서림동,,0.95556869
노량진동,서빙고동,,0.980777785
노량진동,서원동,,0.999961726
노량진동,서초동,1,1
노량진동,석관동,,0.994591237
노량진동,석촌동,,0.998247353
노량진동,성내동,,0.998519418
노량진동,성산동,,0.693518674
노량진동,성수동,,0.999956973
노량진동,성현동,,0.999879261
노량진동,소공동,1,1
노량진동,송중동,,0.143926498
노량진동,송천동,,0.892486387
노량진동,송파동,,0.999999927
노량진동,수궁동,,0.935262708
노량진동,수색동,,0.360638385
노량진동,수서동,,0.981093024
노량진동,수유동,,0.257066008
노량진동,숭인동,,0.999997691
노량진동,시흥동,,0.999996485
노량진동,신길동,1,1
노량진동,신내동,,0.247663126
노량진동,신당동,,0.892563349
노량진동,신대방동,,1
노량진동,신도림동,,1
노량진동,신림동,,0.999995265
노량진동,신사동,,0.999990641
노량진동,신월동,,0.673399532
노량진동,신정동,,0.999999551
노량진동,신촌동,,0.999999065
노량진동,신포동,0,0.095825286
노량진동,쌍문동,0,0.0952359384
노량진동,아현동,,0.979444424
노량진동,안암동,,0.688003389
노량진동,암사동,,0.770216279
노량진동,압구정동,,0.999998982
노량진동,약수동,,0.803861599
노량진동,양재동,,0.999999999
노량진동,양평동,,1
노량진동,여의도동,1,1
노량진동,역삼동,1,1
노량진동,역촌동,0,0.0974714508
노량진동,연희동,,0.119830334
노량진동,염창동,,0.139183728
노량진동,영등포동,1,1
노량진동,영종동,,0.268328395
노량진동,오금동,,0.324236772
노량진동,오류동,,0.997655523
노량진동,오륜동,,0.999999997
노량진동,옥수동,,0.558231982
노량진동,왕십리도선동,,0.114453304
노량진동,왕십리동,,0.687183496
노량진동,용강동,,0.999981655
노량진동,용답동,,0.90637616
노량진동,용산동,,0.130812435
노량진동,용신동,1,1
노량진동,우이동,,0.47549944
노량진동,우장산동,,0.996229107
노량진동,운서동,,0.989774887
노량진동,월계동,,0.986359508
노량진동,월곡동,,0.697275719
노량진동,위례동,0,0.0981810256
노량진동,은천동,1,1
노량진동,을지로동,,0.999910341
노량진동,응봉동,,0.161660674
노량진동,응암동,0,0.103194006
노량진동,이문동,,0.999845161
노량진동,이촌동,1,1
노량진동,이태원동,,0.253099073
노량진동,이화동,,0.999430279
노량진동,인수동,0,0.0965060827
노량진동,인헌동,,0.674506859
노량진동,일원동,,0.772512877
노량진동,자양동,,0.352011592
노량진동,잠실동,,1
노량진동,잠원동,,0.309880523
노량진동,장위동,,0.233755197
노량진동,장지동,,0.987568992
노량진동,장충동,,0.499729095
노량진동,전농동,1,1
노량진동,정릉동,,0.541729461
노량진동,제기동,,0.480710531
노량진동,조원동,,0.5975793
노량진동,종로동,1,1
노량진동,중계동,,0.172563707
노량진동,중곡동,,0.243834482
노량진동,중앙동,,0.999948553
노량진동,중화동,,0.181558739
노량진동,증산동,,0.282351262
노량진동,진관동,,0.93463457
노량진동,창동,,0.999719871
노량진동,창신동,,0.223445424
노량진동,천연동,,0.323097149
노량진동,천호동,,0.171444551
노량진동,청구동,,0.140807431
노량진동,청룡동,,0.999822513
노량진동,청림동,,0.117753462
노량진동,충현동,,0.999979812
노량진동,필동,,0.999484982
노량진동,하계동,,0.194547326
노량진동,한강로동,1,1
노량진동,한남동,,0.933388513
노량진동,행당동,,0.972523223
노량진동,행운동,0,0.104825425
노량진동,혜화동,,0.114085808
노량진동,홍은동,0,0.0955828887
노량진동,홍제동,,0.92599392
노량진동,화곡동,,0.999999992
노량진동,화양동,,0.915859061
노량진동,황학동,0,0.0952024225
노량진동,회현동,1,1
노량진동,효창동,,0.284171163
노량진동,후암동,,0.482048475
노량진동,휘경동,,0.999998975
노량진동,흑석동,1,1
녹번동,가락동,,0.988495094
녹번동,가산동,,0.974029471
녹번동,가양동,,0.346449787
녹번동,갈현동,1,1
녹번동,개봉동,,0.193704345
녹번동,개포동,,0.299086048
녹번동,거여동,,0.146708504
녹번동,공덕동,,0.999086835
녹번동,공릉동,,0.495743953
녹번동,공항동,,0.12581559
녹번동,광장동,,0.339266771
녹번동,광희동,,0.998925073
녹번동,교남동,0,0.0953701079
녹번동,구로동,,0.991052056
녹번동,구산동,1,0.944490578
녹번동,구의동,,0.995537723
녹번동,금호동,,0.95426075
녹번동,길동,,0.172627833
녹번동,길음동,,0.451739911
녹번동,남가좌동,,0.876010904
녹번동,남영동,,0.747403744
녹번동,남현동,,0.925350366
녹번동,내곡동,,0.162968291
녹번동,노량진동,,0.717127367
녹번동,녹번동,1,1
녹번동,논현동,1,1
녹번동,능동,,0.879072985
녹번동,답십리동,,0.110237941
녹번동,당산동,,0.981980694
녹번동,대림동,,0.471862139
녹번동,대방동,,0.183266446
녹번동,대조동,1,1
녹번동,대치동,,1
녹번동,대학동,,0.106942786
녹번동,대흥동,,0.977501261
녹번동,도곡동,,0.99975947
녹번동,도봉동,,0.267975904
녹번동,독산동,,0.287195103
녹번동,돈암동,,0.662847539
녹번동,동화동,,0.394046897
녹번동,둔촌동,,0.371027921
녹번동,등촌동,,0.253056632
녹번동,마장동,,0.215919031
녹번동,마천동,,0.14777978
녹번동,망우동,,0.129364193
녹번동,면목동,,0.355090468
녹번동,명동,,1
녹번동,명일동,,0.203566689
녹번동,목동,,0.668208838
녹번동,무악동,0,0.0953365498
녹번동,묵동,,0.113029348
녹번동,문래동,,0.676714273
녹번동,문정동,,0.752751449
녹번동,미아동,,0.415073913
녹번동,반포동,,1
녹번동,발산동,,0.141803139
녹번동,방배동,,0.861699157
녹번동,방이동,,0.2522088
녹번동,방학동,,0.203493897
녹번동,방화동,,0.960080507
녹번동,번동,,0.815160527
녹번동,보라매동,,0.132713133
녹번동,보문동,,0.154871932
녹번동,부암동,1,0.999999978
녹번동,북가좌동,,0.892393247
녹번동,북성동,0,0.101760628
녹번동,불광동,1,1
녹번동,사근동,,0.864690369
녹번동,사당동,,0.803658801
녹번동,사직동,,1
녹번동,삼선동,,0.994138575
녹번동,삼성동,,0.998833672
녹번동,삼양동,,0.132325976
녹번동,삼청동,0,0.0959309689
녹번동,상계동,,0.982523897
녹번동,상도동,,0.234524972
녹번동,상봉동,,0.23283153
녹번동,상암동,,0.999994891
녹번동,상일동,,0.145727499
녹번동,서강동,,0.998223448
녹번동,서교동,,1
녹번동,서림동,,0.122543654
녹번동,서빙고동,,0.125125778
녹번동,서원동,,0.426290506
녹번동,서초동,1,1
녹번동,석관동,,0.374650381
녹번동,석촌동,,0.189048709
녹번동,성내동,,0.982512328
녹번동,성산동,,0.999976825
녹번동,성수동,,0.999999997
녹번동,세곡동,,0.0994512817
녹번동,소공동,,0.99999988
녹번동,송천동,,0.709639119
녹번동,송파동,,0.20620012
녹번동,수궁동,,0.149284717
녹번동,수색동,,0.31120715
녹번동,수서동,,0.937313442
녹번동,수유동,,0.129946922
녹번동,숭인동,,0.981794681
녹번동,시흥동,,0.143312565
녹번동,신길동,,0.51639389
녹번동,신내동,,0.178344971
녹번동,신당동,,0.977032402
녹번동,신대방동,,0.184580726
녹번동,신도림동,,0.84938014
녹번동,신림동,0,0.0957086308
녹번동,신사동,,0.999999998
녹번동,신정동,,0.275081258
녹번동,신촌동,,0.99954585
녹번동,신포동,0,0.0952432791
녹번동,아현동,,0.69127117
녹번동,안암동,,0.767559861
녹번동,암사동,,0.140225781
녹번동,압구정동,,1
녹번동,약수동,,0.998920996
녹번동,양재동,1,1
녹번동,양평동,,0.233112377
녹번동,여의도동,,0.999985734
녹번동,역삼동,,0.999999984
녹번동,역촌동,,0.998896937
녹번동,연남동,,0.213531613
녹번동,연희동,,0.998051025
녹번동,영등포동,,0.893373028
녹번동,영종동,0,0.105260554
녹번동,오금동,,0.332605391
녹번동,오류동,,0.203130226
녹번동,오륜동,,0.325566426
녹번동,옥수동,,0.753279539
녹번동,왕십리동,,0.733709651
녹번동,용강동,,0.715890364
녹번동,용답동,,0.972215582
녹번동,용산동,,0.225847839
녹번동,용신동,,0.999923309
녹번동,우이동,,0.178674217
녹번동,우장산동,,0.283395387
녹번동,운서동,,0.276651046
녹번동,월계동,,0.401298602
녹번동,월곡동,,0.32759091
녹번동,위례동,0,0.0954708459
녹번동,을지로동,,1
녹번동,응봉동,0,0.104922704
녹번동,응암동,1,1
녹번동,이문동,,0.693041246
녹번동,이촌동,,0.0991149839
녹번동,이태원동,,0.593530847
녹번동,이화동,,0.99588646
녹번동,인헌동,,0.311772419
녹번동,일원동,1,0.639777409
녹번동,자양동,,0.144890974
녹번동,잠실동,,0.999999908
녹번동,잠원동,,0.765875151
녹번동,장위동,,0.179235027
녹번동,장지동,,0.250392345
녹번동,장충동,,0.999982229
녹번동,전농동,,0.999494462
녹번동,정릉동,1,0.99999999
녹번동,제기동,,0.230317147
녹번동,종로동,1,1
녹번동,종암동,,0.674197594
녹번동,중계동,,0.124561574
녹번동,중곡동,,0.261855015
녹번동,중화동,,0.175240805
녹번동,증산동,,0.998225714
녹번동,진관동,1,1
녹번동,창동,,0.958734057
녹번동,창신동,,0.216357808
녹번동,천연동,1,1
녹번동,천호동,,0.151551354
녹번동,청구동,0,0.102166482
녹번동,청량리동,0,0.0951689171
녹번동,청룡동,1,0.630926785
녹번동,청운효자동,,0.975835032
녹번동,충현동,,0.99846023
녹번동,평창동,1,1
녹번동,필동,1,1
녹번동,하계동,,0.143892412
녹번동,한강로동,,0.999992766
녹번동,한남동,,0.765422255
녹번동,합정동,0,0.0951912529
녹번동,행당동,,0.932955133
녹번동,홍은동,1,0.999999926
녹번동,홍제동,1,1
녹번동,화곡동,,0.394413908
녹번동,화양동,,0.982650664
녹번동,회현동,,1
녹번동,효창동,,0.58886428
녹번동,휘경동,,0.949170781
녹번동,흑석동,,0.146726233
논현동,가락동,1,1
논현동,가산동,1,1
논현동,가양동,,0.999998282
논현동,갈현동,1,1
논현동,강일동,0,0.106677138
논현동,개봉동,,0.992966764
논현동,개포동,,1
논현동,거여동,,0.999788032
논현동,고덕동,,0.110837176
논현동,고척동,0,0.0953812964
논현동,공덕동,,0.999999512
논현동,공릉동,1,1
논현동,공항동,,0.723948245
논현동,광장동,,0.99999331
논현동,광희동,,1
논현동,교남동,,0.624751142
논현동,구로동,1,1
논현동,구의동,1,1
논현동,군자동,,0.238086702
논현동,금호동,1,1
논현동,길동,,0.999712563
논현동,길음동,,0.999999947
논현동,남가좌동,,0.905028765
논현동,남영동,,0.999999783
논현동,남현동,1,1
논현동,내곡동,,0.99767949
논현동,노량진동,,0.999999994
논현동,녹번동,1,1
논현동,논현동,1,1
논현동,능동,1,1
논현동,다산동,,0.170486402
논현동,답십리동,,0.112833618
논현동,당산동,,1
논현동,대림동,1,1
논현동,대방동,1,1
논현동,대조동,,1
논현동,대치동,1,1
논현동,대학동,,0.29905684
논현동,대흥동,,0.999999627
논현동,도곡동,1,1
논현동,도봉동,1,1
논현동,도화동,0,0.0951912529
논현동,독산동,,0.994815946
논현동,돈암동,,0.213705884
논현동,동선동,,0.493031325
논현동,동화동,,0.946349523
논현동,둔촌동,,0.999999995
논현동,등촌동,,0.999999996
논현동,마장동,,0.990349613
논현동,마천동,,0.99378287
논현동,망우동,,0.976790508
논현동,면목동,1,1
논현동,명동,,1
논현동,명일동,,0.999999976
논현동,목동,1,1
논현동,무악동,,0.133654081
논현동,묵동,1,1
논현동,문래동,,0.999430949
논현동,문정동,1,1
논현동,미아동,,0.999921824
논현동,반포동,1,1
논현동,발산동,,0.916840032
논현동,방배동,1,1
논현동,방이동,,0.9999774
논현동,방학동,,0.974997889
논현동,방화동,,0.999999673
논현동,번동,,1
논현동,보광동,1,0.99000884
논현동,보라매동,,0.993386574
논현동,보문동,,0.998768028
논현동,북가좌동,,0.121536695
논현동,북성동,,0.11391018
논현동,북아현동,,0.100056841
논현동,불광동,,0.746596905
논현동,사근동,,0.984201934
논현동,사당동,1,1
논현동,사직동,1,1
논현동,삼선동,1,1
논현동,삼성동,1,1
논현동,삼양동,,0.9468409
논현동,삼청동,,0.188205296
논현동,상계동,1,1
논현동,상도동,1,1
논현동,상봉동,1,1
논현동,상암동,,0.999999461
논현동,상일동,,0.998810381
논현동,서강동,,0.999899514
논현동,서교동,1,1
논현동,서림동,,0.999930324
논현동,서빙고동,,0.782033305
논현동,서원동,1,1
논현동,서초동,1,1
논현동,석관동,,0.999999997
논현동,석촌동,,0.999983045
논현동,성내동,1,1
논현동,성북동,,0.095157751
논현동,성산동,,0.999970348
논현동,성수동,1,1
논현동,세곡동,,0.113432122
논현동,소공동,,0.999998624
논현동,송중동,,0.962639286
논현동,송천동,,0.99999997
논현동,송파동,,0.99999943
논현동,수궁동,1,1
논현동,수색동,,0.570085074
논현동,수서동,1,1
논현동,수유동,,0.852607955
논현동,숭인동,,0.999981595
논현동,시흥동,,0.97283942
논현동,신길동,1,1
논현동,신내동,,0.999978365
논현동,신당동,,0.999999986
논현동,신대방동,,0.979284909
논현동,신도림동,1,1
논현동,신림동,,0.984131225
논현동,신사동,1,1
논현동,신정동,,0.9999998
논현동,신촌동,,1
논현동,신포동,0,0.0958836612
논현동,쌍문동,,0.108758544
논현동,아현동,,0.999884999
논현동,안암동,,0.998285318
논현동,암사동,,0.999993967
논현동,압구정동,1,1
논현동,약수동,1,1
논현동,양재동,1,1
논현동,양평동,,0.998964133
논현동,여의도동,1,1
논현동,역삼동,1,1
논현동,역촌동,0,0.0969252478
논현동,연남동,0,0.0972435333
논현동,연희동,,0.485060192
논현동,염리동,,0.0985375365
논현동,영등포동,,0.999991967
논현동,영종동,,0.200670113
논현동,오금동,,0.999999254
논현동,오류동,1,1
논현동,오륜동,,0.99999695
논현동,옥수동,1,1
논현동,왕십리도선동,,0.394930625
논현동,왕십리동,,0.99997448
논현동,용강동,,0.987665203
논현동,용답동,,1
논현동,용산동,,0.996321224
논현동,용신동,,1
논현동,우이동,,0.682066057
논현동,우장산동,,0.805394521
논현동,운서동,,0.531680818
논현동,원효로동,0,0.107098034
논현동,월계동,,0.87327616
논현동,월곡동,,0.999999981
논현동,위례동,0,0.0967891246
논현동,을지로동,1,1
논현동,응봉동,,0.848864782
논현동,응암동,0,0.0977341449
논현동,이문동,,0.983799571
논현동,이태원동,,1
논현동,이화동,,0.999999995
논현동,인수동,0,0.107135241
논현동,인헌동,,1
논현동,일원동,,0.999999527
논현동,자양동,1,1
논현동,잠실동,1,1
논현동,잠원동,1,1
논현동,장안동,,0.907967004
논현동,장위동,,0.999996714
논현동,장지동,,0.999944037
논현동,장충동,,0.99999999
논현동,전농동,,1
논현동,정릉동,,0.977519573
논현동,제기동,,0.999930225
논현동,종로동,1,1
논현동,종암동,1,0.927797741
논현동,중계동,,1
논현동,중곡동,,1
논현동,중림동,,0.125651969
논현동,중화동,1,1
논현동,증산동,,0.97716951
논현동,진관동,,1
논현동,창동,,1
논현동,창신동,,0.984726322
논현동,천연동,,0.998066941
논현동,천호동,,0.999952972
논현동,청구동,,0.985533914
논현동,청담동,1,1
논현동,청량리동,0,0.0955268526
논현동,청룡동,1,1
논현동,청파동,0,0.103687084
논현동,충현동,,0.999948561
논현동,필동,,1
논현동,하계동,1,1
논현동,한강로동,,1
논현동,한남동,1,1
논현동,행당동,1,1
논현동,혜화동,,0.251777931
논현동,홍은동,,0.166651684
논현동,홍제동,1,1
논현동,화곡동,1,1
논현동,화양동,1,1
논현동,황학동,,0.139619328
논현동,회현동,1,1
논현동,효창동,,0.993550499
논현동,후암동,,0.852311513
논현동,휘경동,,0.999999839
논현동,흑석동,,0.999841641
능동,가락동,,1
능동,가리봉동,,0.095157751
능동,가산동,,1
능동,가양동,,0.980488174
능동,갈현동,,0.971658323
능동,강일동,,0.732345655
능동,개봉동,,0.272002775
능동,개포동,,0.998032302
능동,거여동,,0.99999572
능동,고덕동,,0.095157751
능동,공덕동,,0.999985038
능동,공릉동,1,1
능동,공항동,,0.32492587
능동,광장동,1,1
능동,광희동,,0.999999998
능동,교남동,,0.114098915
능동,구로동,,0.999999639
능동,구의동,1,1
능동,군자동,,0.871704028
능동,금호동,,0.999857438
능동,길동,,0.999999997
능동,길음동,,0.836853419
능동,남가좌동,,0.212169847
능동,남영동,,0.968881848
능동,남현동,,0.99999994
능동,내곡동,,0.370451753
능동,노량진동,,0.89799998
능동,녹번동,,0.83774043
능동,논현동,1,1
능동,능동,1,1
능동,답십리동,,0.977857533
능동,당산동,,0.999465962
능동,대림동,,0.999430054
능동,대방동,,0.999999998
능동,대조동,,0.801244223
능동,대치동,,1
능동,대학동,,0.120983049
능동,대흥동,,0.992760132
능동,도곡동,1,1
능동,도봉동,,1
능동,독산동,,0.447442214
능동,동화동,,0.999732416
능동,둔촌동,,0.999999987
능동,등촌동,,0.914165509
능동,마장동,,0.999991251
능동,마천동,,0.999114273
능동,망우동,,0.943787788
능동,면목동,1,1
능동,명동,1,1
능동,명일동,1,1
능동,목동,,0.999999964
능동,묵동,1,1
능동,문래동,1,0.633536998
능동,문정동,,0.999999799
능동,미아동,,0.454714667
능동,반포동,1,1
능동,발산동,,0.708063669
능동,방배동,,1
능동,방이동,,0.999986408
능동,방학동,1,0.625342028
능동,방화동,,0.99941463
능동,번동,,0.936311058
능동,보라매동,,0.213760285
능동,보문동,,0.659390518
능동,북가좌동,0,0.108094145
능동,북성동,,0.111174526
능동,북아현동,,0.116239653
능동,불광동,,0.116681168
능동,사근동,,0.992415041
능동,사당동,1,1
능동,사직동,1,1
능동,삼선동,,0.999015352
능동,삼성동,1,1
능동,삼양동,,0.294978369
능동,상계동,1,1
능동,상도동,1,1
능동,상봉동,1,1
능동,상암동,,0.976564285
능동,상일동,,0.999972899
능동,서강동,,0.954409719
능동,서교동,1,1
능동,서림동,,0.483345236
능동,서빙고동,,0.194723297
능동,서원동,,0.970639316
능동,서초동,1,1
능동,석관동,,0.999000219
능동,석촌동,,0.999996987
능동,성내동,1,1
능동,성산동,,0.791450823
능동,성수동,1,1
능동,소공동,,0.999468115
능동,송정동,,0.541048413
능동,송중동,0,0.0954596481
능동,송천동,,0.72779032
능동,송파동,,0.306518394
능동,수궁동,,0.989598432
능동,수색동,,0.150629835
능동,수서동,,0.999999628
능동,수유동,,0.181725612
능동,숭인동,,0.921563286
능동,시흥동,,0.260338967
능동,신길동,,0.999966161
능동,신내동,,0.98203843
능동,신당동,,0.999265577
능동,신대방동,,0.584018045
능동,신도림동,,0.936314986
능동,신림동,,0.172147347
능동,신사동,,0.963387813
능동,신정동,,0.917249953
능동,신촌동,,0.999927889
능동,신포동,0,0.0953400601
능동,아현동,,0.973949839
능동,안암동,,0.886256217
능동,암사동,,0.999996595
능동,압구정동,,0.999999853
능동,약수동,,0.973955535
능동,양재동,,1
능동,양평동,,0.896301233
능동,여의도동,,1
능동,역삼동,1,1
능동,연남동,,0.110607345
능동,연희동,,0.11304148
능동,염리동,,0.110824396
능동,영등포동,,0.998479046
능동,영종동,,0.121461401
능동,오금동,,0.993835326
능동,오류동,,0.982585473
능동,오륜동,,0.999948887
능동,옥수동,,0.316076084
능동,왕십리도선동,,0.296226961
능동,왕십리동,,0.988436848
능동,용강동,,0.990647023
능동,용답동,,1
능동,용산동,1,0.641165284
능동,용신동,,0.998433657
능동,우이동,,0.239206093
능동,우장산동,,0.956651244
능동,운서동,,0.455170154
능동,월계동,,0.320998451
능동,월곡동,,0.998906879
능동,위례동,0,0.103122022
능동,을지로동,1,1
능동,응봉동,,0.141748502
능동,이문동,,0.231271128
능동,이태원동,,0.996847194
능동,이화동,,0.999971463
능동,인헌동,,0.755848579
능동,일원동,,0.714838886
능동,자양동,1,1
능동,잠실동,1,1
능동,잠원동,,0.147450756
능동,장안동,,0.999966411
능동,장위동,,0.98773601
능동,장지동,,0.988742577
능동,장충동,,0.503826526
능동,전농동,,0.999540231
능동,정릉동,,0.35725286
능동,제기동,,0.469758553
능동,종로동,1,1
능동,종암동,0,0.0953365498
능동,중계동,,1
능동,중곡동,,1
능동,중화동,1,1
능동,증산동,,0.368568698
능동,진관동,,0.735897231
능동,창동,,0.986056154
능동,창신동,,0.503461757
능동,천연동,,0.30264596
능동,천호동,,0.999997368
능동,청담동,0,0.0953030021
능동,청량리동,,0.684703399
능동,청룡동,,0.965642384
능동,충현동,,0.999999998
능동,필동,,0.996167118
능동,하계동,1,1
능동,한강로동,,0.999999994
능동,한남동,,0.988824825
능동,행당동,1,1
능동,홍제동,,0.920299128
능동,화곡동,,0.999922553
능동,화양동,1,1
능동,회기동,,0.211686379
능동,회현동,1,1
능동,효창동,,0.67833307
능동,휘경동,,0.986401734
능동,흑석동,,0.330118145
다산동,가락동,0,0.0984339147
다산동,공덕동,0,0.101006644
다산동,공릉동,0,0.0983073977
다산동,광희동,,0.997871466
다산동,금호동,,0.17506406
다산동,남영동,0,0.102285494
다산동,노량진동,,0.258008724
다산동,녹번동,0,0.0962125036
다산동,논현동,1,0.958233553
다산동,다산동,1,1
다산동,당산동,0,0.0962801818
다산동,대방동,,0.108407095
다산동,대조동,,0.0996372596
다산동,대치동,,0.117242496
다산동,대흥동,0,0.100255522
다산동,도림동,,0.112341283
다산동,도봉동,0,0.0952135933
다산동,동화동,0,0.0952359384
다산동,목동,0,0.102321221
다산동,문래동,0,0.103542553
다산동,문정동,0,0.100477992
다산동,반포동,,0.998902353
다산동,방배동,,0.420761157
다산동,방학동,,0.095157751
다산동,번동,0,0.0951800844
다산동,보광동,,0.38831897
다산동,부암동,,0.131048167
다산동,북가좌동,0,0.0951912529
다산동,불광동,0,0.100642198
다산동,사직동,,0.111632016
다산동,삼선동,,0.095157751
다산동,삼성동,1,0.14982417
다산동,삼양동,0,0.0981236316
다산동,상계동,0,0.0961110662
다산동,상암동,0,0.0967777887
다산동,서교동,0,0.106454901
다산동,서빙고동,,0.7103817
다산동,서초동,0,0.999947576
다산동,석관동,,0.0994512817
다산동,석촌동,0,0.106528935
다산동,성산동,0,0.0973346432
다산동,송중동,0,0.101750905
다산동,송천동,0,0.102511955
다산동,수색동,0,0.0962688991
다산동,수유동,,0.108306865
다산동,숭인동,,0.120612125
다산동,신길동,,0.110913878
다산동,신당동,0,0.0954708459
다산동,신사동,,0.665335299
다산동,신월동,0,0.106652425
다산동,신정동,,0.0990918283
다산동,신촌동,0,0.0985145011
다산동,쌍문동,,0.099718722
다산동,아현동,0,0.096077275
다산동,압구정동,,0.368556486
다산동,약수동,,0.484023769
다산동,양평동,0,0.0970729074
다산동,역삼동,,0.976720883
다산동,염리동,0,0.0958185614
다산동,영등포동,,0.139276975
다산동,왕십리도선동,0,0.0951912529
다산동,왕십리동,,0.095157751
다산동,용산동,0,0.101490454
다산동,용신동,,0.166885937
다산동,우이동,0,0.0965965756
다산동,원효로동,,0.0985260181
다산동,월계동,0,0.0951912529
다산동,월곡동,,0.0996023651
다산동,위례동,0,0.0982154764
다산동,응암동,,0.09887209
다산동,이문동,0,0.0974030256
다산동,이촌동,,0.359759107
다산동,이태원동,,0.130502758
다산동,이화동,,0.433611711
다산동,인수동,0,0.0969025487
다산동,잠실동,,0.117739991
다산동,잠원동,,0.999833533
다산동,장위동,0,0.0965739453
다산동,장지동,0,0.0954260618
다산동,장충동,1,0.932701299
다산동,전농동,0,0.0967777887
다산동,제기동,,0.141988177
다산동,종로동,,0.997187505
다산동,종암동,,0.128383915
다산동,중계동,0,0.0968458218
다산동,증산동,0,0.0956726076
다산동,창동,,0.095157751
다산동,창신동,,0.170908614
다산동,청구동,0,0.0954596481
다산동,청운효자동,,0.131669624
다산동,평창동,0,0.106986478
다산동,하계동,0,0.0953701079
다산동,한남동,1,1
다산동,혜화동,,0.188681259
다산동,황학동,0,0.0951912529
다산동,효창동,0,0.0970842741
다산동,휘경동,0,0.0973346432
답십리동,가락동,,0.0951689171
답십리동,강일동,0,0.0952247654
답십리동,개포동,0,0.0968118
답십리동,공릉동,,0.138331401
답십리동,광장동,0,0.0951689171
답십리동,광희동,,0.434439936
답십리동,교남동,,0.181388072
답십리동,구의동,,0.785356995
답십리동,군자동,,0.999452567
답십리동,금호동,0,0.0975513344
답십리동,길동,,0.095157751
답십리동,길음동,,0.113654008
답십리동,남가좌동,,0.112082913
답십리동,녹번동,1,0.147591589
답십리동,논현동,0,0.0957960939
답십리동,능동,,0.994279902
답십리동,답십리동,1,1
답십리동,대치동,0,0.10101842
답십리동,대흥동,,0.11511211
답십리동,도곡동,0,0.103134016
답십리동,마장동,1,1
답십리동,망우동,,0.483440841
답십리동,면목동,,0.999995651
답십리동,명동,,0.367531004
답십리동,명일동,0,0.0951689171
답십리동,무악동,0,0.107769519
답십리동,묵동,1,0.146615405
답십리동,문정동,0,0.0954260618
답십리동,미아동,,0.176058836
답십리동,반포동,,0.29663264
답십리동,방이동,,0.118794758
답십리동,방학동,,0.176397694
답십리동,번동,,0.985945847
답십리동,북가좌동,0,0.107644891
답십리동,북아현동,,0.123938212
답십리동,불광동,,0.169334152
답십리동,사근동,,0.73634264
답십리동,사직동,,0.210520185
답십리동,삼각산동,,0.095157751
답십리동,삼양동,0,0.0965965756
답십리동,상봉동,,0.622041574
답십리동,상일동,,0.095157751
답십리동,서교동,,0.116693349
답십리동,서초동,,0.90271163
답십리동,석관동,,0.855225608
답십리동,석촌동,0,0.095325366
답십리동,성내동,,0.133039649
답십리동,성북동,,0.254548468
답십리동,성수동,,0.962904217
답십리동,소공동,,0.711074879
답십리동,송정동,,0.966390711
답십리동,송중동,,0.73593963
답십리동,송천동,0,0.103026113
답십리동,송파동,,0.136059611
답십리동,수유동,,0.411466984
답십리동,숭인동,,0.999751635
답십리동,신내동,,0.122175006
답십리동,신당동,,0.42585781
답십리동,신사동,,0.547834721
답십리동,신촌동,,0.111889477
답십리동,압구정동,,0.999840898
답십리동,여의도동,0,0.107085633
답십리동,역삼동,0,0.0958297968
답십리동,연남동,,0.11568132
답십리동,연희동,,0.111799306
답십리동,염리동,,0.11764573
답십리동,오금동,0,0.106282332
답십리동,오륜동,,0.12763123
답십리동,옥수동,0,0.0952471128
답십리동,왕십리도선동,,0.999995524
답십리동,왕십리동,,0.855802663
답십리동,용답동,,1
답십리동,용신동,1,1
답십리동,우이동,0,0.101254193
답십리동,원효로동,,0.133819337
답십리동,월계동,,0.265804441
답십리동,월곡동,,0.295173699
답십리동,을지로동,,0.09867585
답십리동,이문동,,0.858879486
답십리동,이화동,,0.978477823
답십리동,인수동,,0.224328958
답십리동,자양동,,0.984964834
답십리동,잠실동,,0.511864218
답십리동,잠원동,,0.188979205
답십리동,장안동,1,1
답십리동,장위동,,0.808866179
답십리동,장충동,,0.112600172
답십리동,전농동,1,1
답십리동,제기동,1,1
답십리동,종로동,1,1
답십리동,종암동,,0.870670818
답십리동,중곡동,0,0.0952582883
답십리동,중림동,,0.135633366
답십리동,중화동,,0.137222254
답십리동,진관동,,0.121550541
답십리동,창동,,0.264566256
답십리동,창신동,,0.999768278
답십리동,청구동,0,0.0976427015
답십리동,청담동,0,0.0952135933
답십리동,청량리동,1,1
답십리동,청파동,,0.141121492
답십리동,충현동,,0.12271844
답십리동,하계동,,0.113523441
답십리동,한남동,,0.116346267
답십리동,행당동,,0.99851841
답십리동,혜화동,,0.238016139
답십리동,홍은동,,0.112639051
답십리동,홍제동,,0.169425374
답십리동,화양동,,0.999185194
답십리동,황학동,,0.825610268
답십리동,회기동,,0.331842767
답십리동,회현동,0,0.103819727
답십리동,휘경동,1,0.930133654
당산동,가락동,,0.999611782
당산동,가리봉동,,0.305610603
