     순위     출발_동     도착_동      score
   4624     왕십리동      용답동   0.999927
   4625      상일동      대치동   0.999926
   4626      공릉동      구로동   0.999926
   4627      망원동      서강동   0.999926
   4628       명동      오류동   0.999926
   4629      약수동     여의도동   0.999926
   4630     남가좌동      수색동   0.999926
   4631      우이동      삼선동   0.999926
   4632      신내동     한강로동   0.999926
   4633      방화동      증산동   0.999926
   4634      용답동      약수동   0.999925
   4635      오금동      석촌동   0.999925
   4636      연남동      연남동   0.999925
   4637      개봉동      신촌동   0.999925
   4638       필동     여의도동   0.999925
   4639      구의동      길음동   0.999925
   4640      양재동      장지동   0.999925
   4641      방화동       필동   0.999925
   4642      신촌동      개봉동   0.999925
   4643      거여동      구의동   0.999925
   4644      잠실동     신대방동   0.999924
   4645      당산동      대조동   0.999924
   4646     한강로동     왕십리동   0.999924
   4647      신길동      화양동   0.999924
   4648      신사동      성내동   0.999924
   4649      남현동      한남동   0.999924
   4650      역삼동       필동   0.999923
   4651      녹번동      용신동   0.999923
   4652     한강로동      대방동   0.999923
   4653      수유동      서초동   0.999923
   4654      신길동       필동   0.999923
   4655      수서동      화양동   0.999923
   4656      양재동      한남동   0.999923
   4657      장안동      숭인동   0.999923
   4658       능동      화곡동   0.999923
   4659      화곡동      수궁동   0.999923
   4660      사직동     이태원동   0.999922
   4661       묵동      성내동   0.999922
   4662      남영동      구의동   0.999922
   4663      논현동      미아동   0.999922
   4664      이촌동     원효로동   0.999922
   4665      효창동      상암동   0.999922
   4666      용산동     서빙고동   0.999921
   4667      상계동      장충동   0.999921
   4668       창동      삼성동   0.999921
   4669      도봉동      숭인동   0.999921
   4670      휘경동       번동   0.999920
   4671       길동      암사동   0.999920
   4672      성수동      우이동   0.999920
   4673      서초동      효창동   0.999920
   4674      삼선동      충현동   0.999920
   4675     왕십리동      충현동   0.999920
   4676      신촌동      방배동   0.999920
   4677      전농동      삼선동   0.999920
   4678      제기동      신내동   0.999920
   4679      광희동      삼성동   0.999919
   4680      성수동      보문동   0.999919
   4681      신내동      사직동   0.999919
   4682     압구정동      오륜동   0.999919
   4683      도곡동     신도림동   0.999919
   4684      행당동      아현동   0.999919
   4685      공덕동      서원동   0.999919
   4686      등촌동      서원동   0.999918
   4687      반포동      명일동   0.999918
   4688      사직동     노량진동   0.999918
   4689      방이동      암사동   0.999918
   4690      방학동      석관동   0.999917
   4691      면목동      석촌동   0.999917
   4692      공릉동      자양동   0.999916
   4693      소공동      방학동   0.999916
   4694      소공동      상봉동   0.999916
   4695      방화동      문래동   0.999916
   4696      상도동     신도림동   0.999916
   4697      대림동      충현동   0.999916
   4698      수서동       명동   0.999915
   4699      운서동      광희동   0.999915
   4700      공덕동      양재동   0.999915
   4701      장위동      대치동   0.999914
   4702      둔촌동      회현동   0.999914
   4703      오금동      종로동   0.999914
   4704      수서동      구로동   0.999914
   4705      가양동     압구정동   0.999913
   4706      등촌동      청룡동   0.999913
   4707      화곡동      남영동   0.999913
   4708      양평동      논현동   0.999913
   4709      암사동      도곡동   0.999913
   4710      구의동      숭인동   0.999913
   4711       창동      대흥동   0.999912
   4712      삼양동      소공동   0.999912
   4713      흑석동      소공동   0.999912
   4714      행당동      둔촌동   0.999912
   4715      한남동      남현동   0.999912
   4716      당산동      시흥동   0.999912
   4717      사당동      서강동   0.999912
   4718      용신동      동선동   0.999911
   4719      상도동       목동   0.999911
   4720      일원동      오금동   0.999911
   4721     서빙고동      보광동   0.999911
   4722      송천동      신촌동   0.999911
   4723      신사동      이화동   0.999911
   4724      정릉동     삼각산동   0.999911
   4725      대방동      문래동   0.999910
   4726     노량진동     을지로동   0.999910
   4727      신내동      신당동   0.999910
   4728     이태원동      잠원동   0.999910
   4729      회현동      신내동   0.999910
   4730     신도림동      서강동   0.999910
   4731      황학동       명동   0.999910
   4732      공릉동       필동   0.999910
   4733      소공동      개포동   0.999910
   4734      오금동      천호동   0.999909
   4735      상암동      가산동   0.999909
   4736     여의도동      운서동   0.999909
   4737      사직동      마천동   0.999908
   4738     북가좌동      수색동   0.999908
   4739      이화동     신도림동   0.999908
   4740     을지로동      발산동   0.999908
   4741      장지동      방이동   0.999907
   4742      개포동      성내동   0.999907
   4743      신당동      공덕동   0.999907
   4744      역촌동      천연동   0.999907
   4745      하계동      용답동   0.999907
   4746      소공동      상암동   0.999907
   4747      석촌동      양재동   0.999907
   4748     노량진동      사직동   0.999906
   4749      사직동      석관동   0.999906
   4750     여의도동      한남동   0.999906
   4751      한남동     여의도동   0.999906
   4752      성내동      전농동   0.999906
   4753      삼선동      우이동   0.999905
   4754      중림동      대흥동   0.999905
   4755      증산동      사직동   0.999905
   4756      증산동      당산동   0.999905
   4757      행당동      약수동   0.999905
   4758      보문동      대치동   0.999905
   4759      가락동      이화동   0.999904
   4760      옥수동      회현동   0.999904
   4761      오금동      사직동   0.999904
   4762      월계동      성수동   0.999904
   4763      안암동      신내동   0.999904
   4764     우장산동      신사동   0.999904
   4765      수유동      돈암동   0.999903
   4766      반포동      서강동   0.999903
   4767      충현동      송천동   0.999903
   4768     북가좌동      사직동   0.999903
   4769     청량리동      삼선동   0.999903
   4770      서강동      충현동   0.999903
   4771      역촌동      증산동   0.999903
   4772      석촌동      오금동   0.999902
   4773     이태원동     원효로동   0.999902
   4774      창신동      한남동   0.999902
   4775      화곡동       능동   0.999901
   4776      구의동      거여동   0.999901
   4777     압구정동      방화동   0.999901
   4778      서원동     노량진동   0.999901
   4779      종로동      응암동   0.999900
   4780      성내동       묵동   0.999900
   4781      홍제동      삼성동   0.999900
   4782      논현동      서강동   0.999900
   4783      서초동     우장산동   0.999899
   4784      미아동      반포동   0.999899
   4785      문래동      가양동   0.999899
   4786      삼선동      도곡동   0.999898
   4787       명동      수서동   0.999898
   4788     압구정동      미아동   0.999898
   4789      개포동      서교동   0.999898
   4790      용강동     신도림동   0.999898
   4791       묵동      도봉동   0.999897
   4792      잠실동      정릉동   0.999897
   4793      면목동      천호동   0.999896
   4794      신당동      휘경동   0.999896
   4795      구산동      소공동   0.999896
   4796      삼청동      삼청동   0.999896
   4797      사근동      당산동   0.999896
   4798      명일동      반포동   0.999896
   4799      정릉동      반포동   0.999896
   4800      대흥동      등촌동   0.999895
   4801      시흥동      서교동   0.999895
   4802      서교동      명일동   0.999895
   4803      면목동      충현동   0.999895
   4804       길동      대치동   0.999895
   4805      동화동      광희동   0.999895
   4806      반포동      제기동   0.999895
   4807      효창동      서초동   0.999895
   4808     신대방동      잠실동   0.999895
   4809       번동      신당동   0.999894
   4810     한강로동      보문동   0.999894
   4811      길음동      구로동   0.999893
   4812      상암동     남가좌동   0.999893
   4813      성수동      제기동   0.999893
   4814      둔촌동      상계동   0.999893
   4815      송파동      등촌동   0.999893
   4816      성내동       창동   0.999893
   4817      양재동      월곡동   0.999893
   4818      남현동      개포동   0.999893
   4819      제기동      돈암동   0.999892
   4820      광희동      휘경동   0.999892
   4821      오류동      양재동   0.999892
   4822      신길동      용답동   0.999892
   4823      당산동      증산동   0.999892
   4824      시흥동      대방동   0.999892
   4825      화양동      장지동   0.999891
   4826       목동       창동   0.999891
   4827      양평동      발산동   0.999891
   4828      은천동     낙성대동   0.999891
   4829      하계동      상도동   0.999891
   4830      용신동      남현동   0.999891
   4831      한남동      월곡동   0.999891
   4832      한남동      전농동   0.999890
   4833      이화동      신사동   0.999890
   4834      성내동      개포동   0.999890
   4835      증산동      방화동   0.999890
   4836      방학동      소공동   0.999890
   4837     노량진동      문정동   0.999890
   4838      회현동      오륜동   0.999890
   4839      남영동      당산동   0.999890
   4840      방화동      가락동   0.999890
   4841      회현동      수유동   0.999890
   4842      천호동      석촌동   0.999889
   4843      상암동      양재동   0.999889
   4844      방화동      아현동   0.999889
   4845      청룡동     보라매동   0.999889
   4846      이화동      가락동   0.999888
   4847      구산동      녹번동   0.999888
   4848      소공동      면목동   0.999888
   4849      사당동      상암동   0.999888
   4850     을지로동     노량진동   0.999888
   4851      휘경동      남현동   0.999888
   4852     영등포동      사당동   0.999887
   4853      용신동      사당동   0.999887
   4854      상계동      둔촌동   0.999887
   4855      삼성동      광희동   0.999887
   4856      서림동      상도동   0.999886
   4857      성내동      신사동   0.999886
   4858      서강동      용강동   0.999886
   4859      양평동     신도림동   0.999886
   4860      대흥동     원효로동   0.999885
   4861       명동      개봉동   0.999885
   4862      개포동      성수동   0.999885
   4863      논현동      아현동   0.999885
   4864       묵동      구의동   0.999885
   4865      상계동      한남동   0.999884
   4866      천연동     을지로동   0.999884
   4867      구의동      도봉동   0.999884
   4868      장위동      사직동   0.999884
   4869      잠실동      이문동   0.999884
   4870     삼각산동       번동   0.999884
   4871      상암동      사당동   0.999883
   4872      화곡동      성산동   0.999883
   4873      구의동      개포동   0.999883
   4874     한강로동     신대방동   0.999883
   4875      상암동     이태원동   0.999883
   4876      시흥동      청룡동   0.999882
   4877      서초동      신림동   0.999882
   4878      홍은동      충현동   0.999882
   4879      갈현동     영등포동   0.999882
   4880      쌍문동      미아동   0.999882
   4881      구로동      둔촌동   0.999882
   4882     신도림동      신당동   0.999881
   4883      증산동      진관동   0.999881
   4884      서강동      아현동   0.999881
   4885      남영동      흑석동   0.999881
   4886      등촌동      도곡동   0.999881
   4887      혜화동      송중동   0.999881
   4888      도곡동      대림동   0.999880
   4889      신내동      중곡동   0.999880
   4890      용신동      자양동   0.999880
   4891      삼선동      사근동   0.999880
   4892      대치동      한남동   0.999879
   4893      흑석동      대방동   0.999879
   4894       목동      인헌동   0.999879
   4895     노량진동      성현동   0.999879
   4896      방이동      문정동   0.999879
   4897      상계동      광장동   0.999879
   4898       필동      용답동   0.999878
   4899      신당동      아현동   0.999878
   4900      이촌동      남영동   0.999878
   4901      송천동      혜화동   0.999878
   4902      성내동      도봉동   0.999878
   4903      사근동      광희동   0.999878
   4904      도화동      대흥동   0.999878
   4905      공덕동      용신동   0.999877
   4906      연희동      양평동   0.999877
   4907       길동      면목동   0.999877
   4908       창동      사근동   0.999877
   4909      도봉동      삼선동   0.999876
   4910      인헌동      소공동   0.999876
   4911       창동      장충동   0.999876
   4912      아현동      행당동   0.999876
   4913      소공동      삼양동   0.999876
   4914      천호동      성수동   0.999876
   4915      발산동      공덕동   0.999876
   4916      구의동      한남동   0.999875
   4917      신림동      개봉동   0.999875
   4918      반포동      미아동   0.999875
   4919      신촌동      용답동   0.999875
   4920      용강동      용답동   0.999875
   4921     을지로동      창신동   0.999874
   4922      양재동      상암동   0.999874
   4923      송파동      오금동   0.999874
   4924      방배동      오류동   0.999873
   4925      신사동      남영동   0.999873
   4926      약수동      행당동   0.999873
   4927      용답동       창동   0.999873
   4928      신내동     을지로동   0.999873
   4929      이화동      송중동   0.999872
   4930      시흥동      당산동   0.999872
   4931     북가좌동      역촌동   0.999872
   4932      중곡동     압구정동   0.999872
   4933      화곡동      한남동   0.999872
   4934      개포동     을지로동   0.999872
   4934      소공동      가양동   0.999872
   4936      사당동      용신동   0.999871
   4937      정릉동      대치동   0.999871
   4938      장위동     압구정동   0.999871
   4939      서초동      중앙동   0.999871
   4940      반포동      성산동   0.999871
   4941      상계동      청룡동   0.999870
   4942     원효로동      종로동   0.999870
   4943      장위동     여의도동   0.999870
   4944      공릉동      당산동   0.999870
   4945      미아동      용신동   0.999870
   4946      수궁동      대치동   0.999869
   4947     왕십리동      구로동   0.999869
   4948      장지동       명동   0.999869
   4949      대방동      청룡동   0.999868
   4950      증산동      구로동   0.999868
   4951      구로동      송천동   0.999868
   4952      삼성동      갈현동   0.999868
   4953     여의도동      고척동   0.999867
   4954      서강동      사당동   0.999867
   4955      둔촌동      성수동   0.999866
   4956     영등포동      수궁동   0.999866
   4957      상일동      구의동   0.999865
   4958      남영동      신사동   0.999865
   4959      이화동      도봉동   0.999865
   4960      하계동      양재동   0.999865
   4961      대흥동      신정동   0.999865
   4962      송천동      행당동   0.999865
   4963       길동       능동   0.999864
   4964      마천동      대치동   0.999864
   4965      창신동      이화동   0.999863
   4966      소공동      한남동   0.999863
   4967      도봉동       묵동   0.999862
   4968      삼선동      수유동   0.999862
   4969      구의동      월곡동   0.999862
   4970     영등포동      논현동   0.999861
   4971      중계동       번동   0.999861
   4972      군자동      구의동   0.999861
   4973      아현동      방화동   0.999861
   4974      구로동     왕십리동   0.999860
   4975      창신동     을지로동   0.999860
   4976      대흥동      대림동   0.999860
   4977     한강로동      송파동   0.999859
   4978      송정동      화양동   0.999859
   4979      신당동      신내동   0.999859
   4980      전농동      삼성동   0.999859
   4981      운서동      공덕동   0.999859
   4982      충현동      길음동   0.999859
   4983     신도림동      삼성동   0.999859
   4984     신대방동      당산동   0.999858
   4985      대치동      성산동   0.999858
   4986       명동      동선동   0.999858
   4987      약수동      한남동   0.999858
   4988      방배동      잠원동   0.999858
   4989       능동      금호동   0.999857
   4990     이태원동     여의도동   0.999857
   4991      광장동      상계동   0.999857
   4992      상계동      신길동   0.999857
   4993      송천동      도봉동   0.999857
   4994      성수동      가산동   0.999857
   4995      신내동       명동   0.999857
   4996      반포동      서림동   0.999856
   4997      한남동      도곡동   0.999856
   4998     이태원동      성산동   0.999856
   4999   왕십리도선동      광희동   0.999856
   5000      방배동      신정동   0.999855
   5001      제기동      공덕동   0.999855
   5002      신길동      등촌동   0.999854
   5003      서교동      천연동   0.999854
   5004      가락동      광희동   0.999854
   5005      시흥동      삼성동   0.999854
   5006      충현동      양재동   0.999854
   5007      신림동      대학동   0.999854
   5008      대림동      도곡동   0.999854
   5009      구로동      증산동   0.999854
   5010     한강로동      후암동   0.999854
   5011      광희동      공릉동   0.999853
   5012      이문동      월계동   0.999853
   5013      이문동      잠실동   0.999853
   5014      전농동      신촌동   0.999852
   5015      거여동      충현동   0.999852
   5016      공덕동      숭인동   0.999852
   5017     압구정동      천연동   0.999852
   5018      효창동     원효로동   0.999852
   5019      행운동      대학동   0.999852
   5020      용답동     왕십리동   0.999852
   5021      삼양동      서초동   0.999852
   5022      안암동      약수동   0.999851
   5023     신도림동      양평동   0.999851
   5024      이문동     노량진동   0.999851
   5025      양평동       명동   0.999850
   5026      용신동      약수동   0.999849
   5027      흑석동      청룡동   0.999849
   5028       필동      역삼동   0.999849
   5029      양평동      용강동   0.999848
   5030      창신동      서초동   0.999848
   5031     여의도동      약수동   0.999848
   5032      방배동      화곡동   0.999848
   5033      반포동     우장산동   0.999847
   5034      잠실동      서림동   0.999847
   5035      남현동      갈현동   0.999847
   5036      연희동      수색동   0.999847
   5037      종로동      무악동   0.999847
   5038      도곡동      약수동   0.999847
   5039      은천동      시흥동   0.999846
   5040      등촌동      대림동   0.999846
   5041      연희동      증산동   0.999846
   5042      휘경동      월곡동   0.999846
   5043      상암동      약수동   0.999846
   5044      갈현동      아현동   0.999845
   5045     노량진동      이문동   0.999845
   5046      삼청동       명동   0.999845
   5047      당산동      전농동   0.999845
   5048      면목동      수서동   0.999845
   5049      수궁동       항동   0.999845
   5050      중화동      회기동   0.999845
   5051      화양동      수서동   0.999844
   5052      대조동      정릉동   0.999844
   5053      신내동      숭인동   0.999844
   5054      개포동      장지동   0.999843
   5055      월곡동      미아동   0.999843
   5056      신길동      상계동   0.999843
   5057      성산동      논현동   0.999843
   5058      남영동      이촌동   0.999843
   5059      길음동      보문동   0.999842
   5060       번동      이문동   0.999842
   5061      서림동      반포동   0.999842
   5062      잠원동       명동   0.999842
   5063      장위동      면목동   0.999842
   5064      논현동      흑석동   0.999842
   5065      잠실동      잠원동   0.999842
   5066      잠실동      양평동   0.999841
   5067     답십리동     압구정동   0.999841
   5068      갈현동     북가좌동   0.999840
   5069      오류동      성수동   0.999840
   5070      발산동      양평동   0.999840
   5071      수서동      명일동   0.999839
   5072       창동      용답동   0.999839
   5072      효창동      공릉동   0.999839
   5074      공릉동      신촌동   0.999839
   5075     이태원동      사직동   0.999838
   5076      발산동       명동   0.999838
   5077      문래동      회현동   0.999838
   5078       창동      방화동   0.999838
   5079      거여동     을지로동   0.999837
   5080     노량진동      가락동   0.999837
   5081       필동      구로동   0.999837
   5082      회현동      잠원동   0.999837
   5083      삼선동      용답동   0.999836
   5084      청담동      광희동   0.999836
   5085      보문동     이태원동   0.999835
   5086      중화동     압구정동   0.999835
   5087      이화동     영등포동   0.999834
   5088      다산동      잠원동   0.999834
   5089      암사동       명동   0.999833
   5090       명동      삼양동   0.999833
   5091      종로동      중림동   0.999833
   5092      용강동      아현동   0.999833
   5093      개포동      남현동   0.999832
   5094      문래동      등촌동   0.999831
   5095      삼성동      삼선동   0.999831
   5096      방화동      행당동   0.999830
   5097      오류동      서원동   0.999830
   5098      행당동      방화동   0.999830
   5099      회현동      우이동   0.999830
   5100      광희동      제기동   0.999829
   5101      성수동      가양동   0.999829
   5102      용신동      대조동   0.999829
   5103      삼청동      회현동   0.999829
   5104     원효로동     이태원동   0.999828
   5105      금호동       능동   0.999828
   5106      한남동      상계동   0.999828
   5107      장충동     한강로동   0.999828
   5108      둔촌동      가양동   0.999828
   5109      소공동      인헌동   0.999828
   5110      제기동      논현동   0.999827
   5111      서초동      신내동   0.999827
   5112      충현동      이화동   0.999827
   5113      하계동      석관동   0.999827
   5114      상일동     을지로동   0.999826
   5115      종로동     북가좌동   0.999826
   5116      방화동       창동   0.999826
   5117      신촌동      오류동   0.999826
   5118      천호동      역삼동   0.999825
   5119      양재동      소공동   0.999824
   5120      이화동      역삼동   0.999824
   5121      화양동      길음동   0.999824
   5122      휘경동      양재동   0.999823
   5123     노량진동      청룡동   0.999823
   5124     을지로동      암사동   0.999822
   5125      약수동      용답동   0.999821
   5126      대림동      등촌동   0.999821
   5127      암사동      남현동   0.999821
   5128      갈현동      서원동   0.999820
   5129     압구정동      둔촌동   0.999820
   5130      용신동      충현동   0.999820
   5131      일원동      사직동   0.999819
   5132     압구정동      일원동   0.999819
   5133      대흥동      약수동   0.999819
   5134      상일동      용답동   0.999818
   5135      신내동      월계동   0.999817
   5136      광장동      반포동   0.999816
   5137      가락동      방배동   0.999816
   5138      금호동      도곡동   0.999816
   5139      자양동      수서동   0.999815
   5140     신도림동      이화동   0.999815
   5141      미성동      삼성동   0.999815
   5142       명동      제기동   0.999815
   5143      전농동      도곡동   0.999815
   5144      가산동     보라매동   0.999814
   5145     여의도동      암사동   0.999814
   5146     이태원동      남현동   0.999814
   5147      남현동      가산동   0.999813
   5148      신길동      발산동   0.999813
   5149      홍제동      상암동   0.999812
   5150      석촌동      용답동   0.999811
   5151      숭인동     여의도동   0.999810
   5152      전농동      군자동   0.999810
   5153      수유동      숭인동   0.999810
   5154     영등포동      광희동   0.999810
   5155      방화동      도곡동   0.999809
   5156      창신동      제기동   0.999809
   5157      대흥동      삼선동   0.999809
   5158      전농동      당산동   0.999808
   5159     보라매동     한강로동   0.999808
   5160       길동      용신동   0.999808
   5161      홍제동      광희동   0.999808
   5162      광희동      신정동   0.999808
   5163      갈현동      청룡동   0.999807
   5164      한남동      동화동   0.999807
   5165      구의동      문래동   0.999807
   5166      개포동      구의동   0.999806
   5167      중곡동      전농동   0.999806
   5168      중화동      석관동   0.999805
   5169      신촌동      길음동   0.999804
   5170      성내동      신길동   0.999804
   5171      옥수동      전농동   0.999803
   5172      상도동      수서동   0.999803
   5173      상도동      하계동   0.999803
   5174      동화동      서교동   0.999802
   5175      청룡동       창동   0.999802
   5176      서원동      남영동   0.999802
   5177      교남동      서교동   0.999801
   5178      흑석동     영등포동   0.999801
   5179      망우동       묵동   0.999801
   5180      동화동     을지로동   0.999800
   5181      전농동      신사동   0.999800
   5182      석관동      사직동   0.999799
   5183     한강로동      신내동   0.999799
   5184      양평동      신사동   0.999799
   5185      신정동      남영동   0.999799
   5186      상암동     압구정동   0.999798
   5187      서교동      송파동   0.999797
   5188      서강동      숭인동   0.999797
   5189     영등포동      흑석동   0.999797
   5190      성내동       필동   0.999796
   5191      하계동      신내동   0.999796
   5192      보문동      잠실동   0.999796
   5193      사직동      방배동   0.999796
   5194      수유동      성북동   0.999796
   5195      구로동      공릉동   0.999796
   5196      사근동      상계동   0.999796
   5197     압구정동      아현동   0.999794
   5198      신길동      흑석동   0.999794
   5199      제기동      소공동   0.999794
   5200      전농동      한남동   0.999793
   5201      보문동     을지로동   0.999793
   5202      도봉동      용답동   0.999793
   5203      대흥동      용산동   0.999793
   5204      정릉동      홍제동   0.999792
   5205      광장동      광희동   0.999792
   5206      동화동       능동   0.999792
   5207      수유동      용답동   0.999791
   5208      신사동     남가좌동   0.999791
   5209      둔촌동      행당동   0.999790
   5210      합정동      대흥동   0.999789
   5211      화양동      송천동   0.999789
   5212      상계동     왕십리동   0.999788
   5213      논현동      거여동   0.999788
   5214      위례동      송파동   0.999788
   5215      역삼동      월곡동   0.999787
   5216      갈현동     이태원동   0.999787
   5217     을지로동      거여동   0.999787
   5218      한남동      소공동   0.999787
   5219      서강동     압구정동   0.999787
   5220      석관동      상봉동   0.999786
   5221      가양동      신월동   0.999786
   5222      용신동      대흥동   0.999786
   5223      공덕동      염리동   0.999786
   5224      한남동      구의동   0.999785
   5225      대흥동       창동   0.999785
   5226      삼성동       창동   0.999785
   5227      상계동      수서동   0.999785
   5228     이태원동      상암동   0.999784
   5229      용답동      남현동   0.999784
   5230      상봉동      도곡동   0.999783
   5231      용강동      성수동   0.999782
   5232      용답동      삼선동   0.999782
   5233      잠원동      사직동   0.999781
   5234      남영동      화곡동   0.999781
   5235      서원동      오류동   0.999780
   5236      충현동      대림동   0.999779
   5237      성수동      개포동   0.999779
   5238      서강동      반포동   0.999778
   5239      역삼동      내곡동   0.999778
   5240      석관동      방학동   0.999778
   5241      반포동      발산동   0.999777
   5242      상일동      논현동   0.999776
   5243      남현동      용답동   0.999775
   5244      숭인동      안암동   0.999775
   5245      월곡동      역삼동   0.999775
   5246      서초동      정릉동   0.999775
   5247      용강동      양평동   0.999774
   5248      금호동      삼성동   0.999774
   5249      석관동     압구정동   0.999774
   5250      갈현동      충현동   0.999773
   5251      면목동      청담동   0.999772
   5252      상암동      홍제동   0.999772
   5253      소공동       필동   0.999771
   5254      장위동     을지로동   0.999771
   5255      성수동      성산동   0.999770
   5256      동선동      보문동   0.999770
   5257      진관동      증산동   0.999769
   5258     답십리동      창신동   0.999768
   5259      구의동       묵동   0.999768
   5260      서강동      진관동   0.999768
   5261      서강동     신도림동   0.999766
   5262     우장산동      반포동   0.999766
   5263      대림동      상암동   0.999766
   5264       필동      한남동   0.999765
   5265      반포동      거여동   0.999765
   5266     압구정동     이태원동   0.999765
   5267      발산동      신길동   0.999765
   5268      방화동       능동   0.999763
   5269      중화동      서교동   0.999763
   5270      장충동      이화동   0.999762
   5271      서초동      증산동   0.999762
   5272      용산동      효창동   0.999761
   5273      숭인동      공덕동   0.999761
   5274      방배동      이화동   0.999760
   5275      송천동      숭인동   0.999760
   5276      신길동      구의동   0.999760
   5277      상봉동      소공동   0.999760
   5278      숭인동      신길동   0.999760
   5279       필동      화곡동   0.999760
   5280     청량리동      광희동   0.999760
   5281      녹번동      도곡동   0.999759
   5282      방배동      문래동   0.999759
   5283      구로동      사근동   0.999759
   5284      보광동      잠원동   0.999758
   5285      삼성동      마천동   0.999756
   5286      안암동       명동   0.999756
   5287      갈현동      대림동   0.999755
   5288      역촌동      소공동   0.999754
   5289      금호동      소공동   0.999754
   5290      공덕동      진관동   0.999753
   5291      역삼동      충현동   0.999753
   5292      길음동      화양동   0.999752
   5293     답십리동      숭인동   0.999752
   5294       묵동      역삼동   0.999751
   5295      면목동      신당동   0.999750
   5296       창동      상암동   0.999750
   5297      사당동      서림동   0.999747
   5298      용답동      오금동   0.999747
   5299      양재동      송천동   0.999746
   5300     압구정동      석관동   0.999746
   5301      남현동     이태원동   0.999746
   5302      숭인동      신내동   0.999746
   5303       목동      한남동   0.999745
   5304      수서동      면목동   0.999745
   5305      안암동      대흥동   0.999744
   5306     을지로동      개포동   0.999744
   5307      도곡동      등촌동   0.999744
   5308      상도동      용답동   0.999743
   5309     압구정동      가양동   0.999743
   5310      공항동      양평동   0.999743
   5311      용신동     을지로동   0.999742
   5312      구의동      상암동   0.999742
   5313      보문동     압구정동   0.999742
   5314      약수동      도곡동   0.999742
   5315      대방동      신촌동   0.999742
   5316      이문동      공릉동   0.999742
   5317     청량리동      회기동   0.999741
   5318      마장동      면목동   0.999741
   5319      화곡동     이태원동   0.999741
   5320      대조동      방화동   0.999740
   5321      남현동      암사동   0.999739
   5322      구로동      길음동   0.999739
   5323      종로동      석촌동   0.999739
   5324      명일동      수서동   0.999738
   5325      용신동      당산동   0.999738
   5326      남현동      휘경동   0.999738
   5327      서원동       필동   0.999737
   5328     왕십리동      마장동   0.999737
   5329      회현동      둔촌동   0.999737
   5330      세곡동      송파동   0.999737
   5331      삼성동      명일동   0.999736
   5332     우장산동      서초동   0.999735
   5333      신내동      하계동   0.999734
   5334      동화동      용신동   0.999733
   5335      광희동      도곡동   0.999733
   5336      용강동      회현동   0.999733
   5337       능동      동화동   0.999732
   5338       필동      행당동   0.999732
   5339      서림동     신대방동   0.999731
   5340      마천동      문정동   0.999730
   5341      수유동      석관동   0.999730
   5342      역삼동      서림동   0.999729
   5343      사직동      염리동   0.999729
   5344      신내동      중계동   0.999729
   5345      회기동      상봉동   0.999729
   5346      잠원동     여의도동   0.999729
   5347     압구정동      신정동   0.999728
   5348      구산동      갈현동   0.999728
   5349      한남동      보문동   0.999728
   5350      아현동      용신동   0.999727
   5351       필동      성내동   0.999727
   5352      옥수동      역삼동   0.999727
   5353      아현동      서강동   0.999727
   5354      동선동       창동   0.999725
   5355      신길동      대학동   0.999724
   5356      도곡동      암사동   0.999721
   5357      독산동      방배동   0.999721
   5358      역삼동      송중동   0.999720
   5359     노량진동       창동   0.999720
   5360      문래동      공덕동   0.999720
   5361      수유동      전농동   0.999718
   5362       번동      당산동   0.999717
   5363      장위동      한남동   0.999717
   5364      장지동     압구정동   0.999717
   5365      광희동      신길동   0.999716
   5366      망우동      공릉동   0.999716
   5367      당산동      남영동   0.999716
   5368      종암동      송천동   0.999716
   5369     신대방동      사당동   0.999716
   5370      안암동      혜화동   0.999715
   5371      상암동      대림동   0.999715
   5372      용답동      상도동   0.999714
   5373      진관동      용신동   0.999714
   5374      화곡동      사당동   0.999714
   5375     한강로동      둔촌동   0.999714
   5376      풍납동      성내동   0.999713
   5377      서교동      월계동   0.999713
   5378      논현동       길동   0.999713
   5379      신촌동      양재동   0.999712
   5380     여의도동      마장동   0.999711
   5381      망우동      장안동   0.999711
   5382      정릉동      공릉동   0.999711
   5383      화곡동      삼선동   0.999710
   5384      공릉동      정릉동   0.999710
   5385      수서동      상계동   0.999709
   5386      휘경동      사근동   0.999708
   5387      도곡동      녹번동   0.999707
   5388      홍제동      정릉동   0.999707
   5389      둔촌동      사당동   0.999706
   5390      양재동      자양동   0.999706
   5391      가산동      상암동   0.999705
   5392      월계동      휘경동   0.999704
   5393      광희동      사근동   0.999703
   5394      상암동      효창동   0.999702
   5395     을지로동      천연동   0.999699
   5396      청담동      이화동   0.999699
   5397      반포동      문래동   0.999698
   5398      문정동     노량진동   0.999698
   5399       창동      청룡동   0.999697
   5400      월곡동      삼성동   0.999697
   5401       길동      서초동   0.999696
   5402      숭인동      서강동   0.999696
   5403      잠실동      장충동   0.999695
   5404      안암동      회기동   0.999695
   5405      삼양동      전농동   0.999695
   5406      흑석동      대치동   0.999695
   5407      종로동      오금동   0.999693
   5408      숭인동      홍제동   0.999693
   5409      천호동      장안동   0.999692
   5410      상봉동      구로동   0.999692
   5411      중화동      양재동   0.999691
   5412      잠실동      보문동   0.999690
   5413      월곡동      상봉동   0.999689
   5414      용답동      하계동   0.999688
   5415      역삼동      도봉동   0.999688
   5416      장위동      공덕동   0.999686
   5417      정릉동      미아동   0.999684
   5418      신월동      고척동   0.999684
   5419      운서동      역삼동   0.999683
