출발_동,도착_동,지하철_승객수,버스_승객수,택시_승객수,클러스터,label,score
아현동,행당동,49875,380,23368.95534,4,,0.9998759746666971
아현동,행운동,0,32,22844.71978,63,0.0,0.09550444648438727
아현동,혜화동,0,7758,23034.25373,42,,0.2233376819255933
아현동,홍은동,0,13947,23186.08206,35,,0.39084769741601827
아현동,홍제동,25685,4701,23224.83775,8,,0.9840791240835471
아현동,화곡동,71253,3346,23662.76178,14,,0.9999993049832946
아현동,화양동,43521,978,23317.92625,2,,0.9995222007373582
아현동,황학동,0,424,22854.33631,59,,0.09998680175284932
아현동,회기동,0,892,22865.81727,56,0.0,0.1055822725929117
아현동,회현동,40659,191832,27970.35704,71,,0.9999999999999838
아현동,효창동,13755,12120,23283.48636,14,,0.9174060920754316
아현동,휘경동,15418,4899,23123.53617,15,,0.8634913036470591
아현동,흑석동,9467,0,22941.82182,27,,0.46833859564011204
안암동,가락동,20275,0,23053.57458,14,,0.9088609800381175
안암동,가산동,6877,0,22915.04169,33,,0.3299692106295213
안암동,가양동,8704,0,22933.93254,29,,0.42601597660719415
안암동,갈현동,14682,0,22995.74397,19,,0.7396328116873658
안암동,개봉동,6651,0,22912.70489,33,,0.318849075544482
안암동,개포동,12627,0,22974.49565,22,1.0,0.6416816807956502
안암동,거여동,8761,0,22934.52191,29,,0.4291482718943107
안암동,공덕동,55912,1299,23453.9217,6,,0.9999716117308883
안암동,공릉동,159878,0,24497.04422,72,1.0,0.9999999999999976
안암동,공항동,1369,0,22858.08997,50,,0.12510120229757585
안암동,광장동,11054,0,22958.23111,25,,0.5571243168342682
안암동,광희동,14358,52686,24284.8849,5,,0.9995918526099891
안암동,교남동,0,6503,23003.46612,44,,0.19638152678876403
안암동,구로동,21860,154,23073.74111,13,,0.9355739365848079
안암동,구의동,38244,0,23239.37077,5,,0.9982286163775089
안암동,금호동,17281,0,23022.61716,17,,0.83583931732436
안암동,길동,3204,0,22877.06354,43,,0.1775567187410321
안암동,길음동,6350,10,22909.83793,34,,0.30462917671147427
안암동,남가좌동,2740,0,22872.26586,44,,0.16285090470869237
안암동,남영동,9979,0,22947.11581,26,,0.4970348793950143
안암동,남현동,32312,0,23178.03497,7,,0.9933228444954377
안암동,내곡동,1203,0,22856.37356,51,,0.12107858920230821
안암동,노량진동,12502,0,22973.20317,22,1.0,0.6352034403142376
안암동,녹번동,12222,0,22970.30802,23,,0.620516165819128
안암동,논현동,40867,22,23267.03181,4,,0.9990190351406222
안암동,능동,18550,0,23035.73839,16,,0.8713006057076725
안암동,다산동,0,8928,23062.95613,40,,0.25075328811290737
안암동,당산동,22388,328,23083.4691,13,,0.9435744238324951
안암동,대림동,9125,112,22941.03318,28,,0.45287091866925977
안암동,대방동,2074,0,22865.37954,47,,0.14347803710836537
안암동,대조동,6151,0,22907.53498,34,,0.2949783686749819
안암동,대치동,59975,0,23464.06536,9,,0.9999865064341904
안암동,대학동,564,0,22849.76642,55,,0.10662156496512583
안암동,대흥동,44882,3449,23392.61722,2,,0.9997444524517985
안암동,도곡동,35497,0,23210.96729,6,,0.9967227323383299
안암동,도봉동,25082,0,23103.27808,11,,0.9670442298072504
안암동,도화동,0,1,22843.95929,67,,0.09515775099778036
안암동,독산동,5402,280,22906.65941,36,,0.26831605733633695
안암동,돈암동,0,32229,23634.57541,24,,0.8729173191744677
안암동,동선동,0,203746,27842.22418,72,1.0,0.9999999999681122
안암동,동화동,22582,0,23077.42854,13,,0.943628866433439
안암동,둔촌동,6738,0,22913.60446,33,,0.32310633433689856
안암동,등촌동,5016,0,22895.79929,37,,0.24487089355840636
안암동,마장동,2945,0,22874.38553,44,,0.1692235219250065
안암동,마천동,5272,0,22898.44628,36,,0.2556541374382662
안암동,망우동,10577,550,22966.7916,25,,0.5482803877075095
안암동,면목동,25464,0,23107.22789,11,,0.9696707749369425
안암동,명동,44740,4037,23405.57376,1,,0.9997555400433834
안암동,명일동,13797,0,22986.59323,20,,0.6995928932666201
안암동,목동,37496,0,23231.63658,5,,0.9979053663433999
안암동,묵동,12916,0,22977.48385,21,,0.6564597573257736
안암동,문래동,6899,107,22917.89409,32,,0.33414221217211826
안암동,문정동,5833,0,22904.24692,35,,0.28035041757901324
안암동,미아동,5706,7,22903.10549,35,,0.27481463124217104
안암동,반포동,76456,12774,23947.8472,15,,0.9999999363651944
안암동,발산동,7635,0,22922.87927,31,,0.3686209517538089
안암동,방배동,9208,0,22939.14381,28,,0.4538898367107308
안암동,방이동,8351,0,22930.28258,29,,0.4067588256553107
안암동,방학동,14133,0,22990.06741,19,,0.7152048825719466
안암동,방화동,18806,0,23038.38538,15,,0.8776094994072031
안암동,번동,10427,13128,23273.80366,16,,0.8570649310095508
안암동,보라매동,378,0,22847.84321,57,0.0,0.10270854998829168
안암동,보문동,32066,85282,25267.62628,8,,0.9999998881646356
안암동,부암동,0,6,22844.08195,65,0.0,0.09521359334821336
안암동,북성동,368,0,22847.73981,57,0.0,0.10250181719097083
안암동,북아현동,0,3808,22937.35248,48,1.0,0.14697271646645058
안암동,불광동,1434,182,22863.22688,49,,0.12934189300929674
안암동,사근동,12151,0,22969.57389,23,,0.616755304304125
안암동,사당동,25111,0,23103.57794,11,,0.9672511068277039
안암동,사직동,27930,10698,23395.16883,2,,0.9955295995501017
안암동,삼각산동,0,5022,22967.13428,46,,0.16782558535502498
안암동,삼선동,26398,416234,33327.92255,76,1.0,1.0
안암동,삼성동,15179,0,23000.88286,18,,0.7605410037668962
안암동,삼양동,25749,3693,23200.77128,9,,0.9821498172455135
안암동,삼청동,0,80,22845.89732,62,0.0,0.09604349433049252
안암동,상계동,85280,16,23726.10697,39,,0.9999999541026859
안암동,상도동,5782,0,22903.71959,35,,0.27804604078891554
안암동,상봉동,17414,3911,23119.93686,14,,0.8970269262157754
안암동,상암동,32171,0,23176.57705,7,,0.9931095611672037
안암동,상일동,5266,0,22898.38424,37,,0.25539787053961815
안암동,서강동,53614,0,23398.29377,6,,0.9999437195436011
안암동,서교동,143736,6712,24494.79741,71,,0.9999999999999616
안암동,서림동,3016,0,22875.11965,43,,0.17147644718309457
안암동,서빙고동,826,0,22852.47545,53,,0.11235583476446158
안암동,서원동,10722,0,22954.79829,25,,0.5386622612163505
안암동,서초동,83240,39981,24685.43366,20,,0.9999999995926607
안암동,석관동,93496,5641,23949.05121,67,,0.9999999965015827
안암동,석촌동,4705,0,22892.58361,38,,0.232190479238466
안암동,성내동,31029,0,23164.76898,8,,0.9911135670425998
안암동,성북동,0,120083,25789.80653,69,,0.9999983580729325
안암동,성산동,24309,0,23095.2854,12,,0.9610415985222202
안암동,성수동,53863,0,23400.86839,6,,0.9999467794441931
안암동,소공동,15733,13426,23335.97726,11,,0.9535171772677332
안암동,송중동,0,25573,23471.29066,27,,0.7434300637918995
안암동,송천동,7809,7453,23107.51513,23,,0.6147708257398472
안암동,송파동,185,0,22845.84763,59,,0.09878323690430607
안암동,수궁동,3462,0,22879.73121,42,,0.18617427629827915
안암동,수색동,425,0,22848.32918,56,0.0,0.10368514657448834
안암동,수서동,13190,0,22980.31696,21,,0.6701969238579113
안암동,수유동,20030,1,23051.06585,15,,0.9042121516040514
안암동,숭인동,48098,217151,28668.39973,72,1.0,0.9999999999999998
안암동,시흥동,3702,111,22884.93582,41,,0.1967418156958598
안암동,신길동,16677,0,23016.37191,17,,0.8163752846820804
안암동,신내동,47596,6278,23490.08041,1,,0.9999037102196109
안암동,신당동,66176,1,23528.2071,12,,0.9999966470532036
안암동,신대방동,2063,0,22865.26581,47,,0.14317479396539906
안암동,신도림동,17985,164,23033.91963,16,,0.8589892606228138
안암동,신림동,111,0,22845.08248,60,0.0,0.09731395349231318
안암동,신사동,30840,1,23162.83929,8,,0.9907331217727758
안암동,신정동,10728,0,22954.86033,25,,0.5389970113455257
안암동,신촌동,42697,2925,23357.16997,2,,0.9995533630345664
안암동,신포동,3,0,22843.96578,65,0.0,0.09520459134158864
안암동,쌍문동,0,11,22844.20461,65,0.0,0.09526946501879988
안암동,아현동,11613,189,22968.64761,23,,0.5937562165569096
안암동,안암동,26726,423911,2005.0,78,1.0,1.0
안암동,암사동,5339,0,22899.13905,36,,0.2585272334188382
안암동,압구정동,39600,0,23253.39156,4,,0.9986929460478999
안암동,약수동,49276,17,23353.85669,4,,0.999851286465812
안암동,양재동,35972,0,23215.8787,6,,0.997053275503534
안암동,양평동,3856,0,22883.8051,41,,0.19995081064922088
안암동,여의도동,39310,0,23250.39301,4,,0.9986051333356101
안암동,역삼동,24360,51,23097.06386,12,,0.9617123253025393
안암동,염리동,0,3043,22918.58553,50,,0.1349658266319035
안암동,영등포동,12921,341,22985.90095,21,,0.6666116385870982
안암동,영종동,832,0,22852.53749,53,,0.11249025641475832
안암동,오금동,3673,0,22881.91291,41,,0.19345899847820455
안암동,오류동,4753,0,22893.07992,38,,0.2341173246948774
안암동,오륜동,9588,0,22943.07294,27,,0.4751085248095205
안암동,옥수동,8436,0,22931.16147,29,,0.411372045575424
안암동,왕십리도선동,0,11606,23128.65273,37,,0.3214046652535397
안암동,왕십리동,9332,0,22940.42594,27,,0.46079921376917315
안암동,용강동,4966,0,22895.2823,37,,0.24280104560098073
안암동,용답동,13639,0,22984.95954,20,,0.6920851497398126
안암동,용산동,21301,0,23064.18323,14,,0.9262295949643232
안암동,용신동,13223,234519,28733.86971,73,1.0,0.9999999999999698
안암동,우이동,23825,2,23090.32999,12,,0.9567735642325208
안암동,우장산동,6439,0,22910.51285,33,,0.3086017359339917
안암동,운서동,7178,0,22918.15398,32,,0.34507848063862273
안암동,월계동,14375,3145,23069.72267,17,,0.7994670826135294
안암동,월곡동,177139,32300,25467.90224,73,1.0,1.0
안암동,을지로동,25215,2,23104.70234,11,,0.9679907775166238
안암동,응봉동,221,0,22846.21986,58,0.0,0.09950514186823393
안암동,이문동,7241,46219,24052.6482,12,,0.9953532907027924
안암동,이태원동,39957,0,23257.08288,4,,0.9987935013949617
안암동,이화동,5506,30220,23642.22174,16,,0.9479794432703577
안암동,인수동,0,2,22843.98383,66,0.0,0.09516891705487594
안암동,인헌동,9546,0,22942.63867,27,,0.4727574676475523
안암동,일원동,7505,0,22921.5351,31,,0.3618542453048469
안암동,자양동,6777,0,22914.00771,33,,0.32502437438050796
안암동,잠실동,104353,0,23922.92581,69,,0.9999999993647932
안암동,잠원동,11001,8797,23173.49078,18,,0.7954942431139288
안암동,장위동,74592,8667,23827.82101,15,,0.9999998352794457
안암동,장지동,4116,0,22886.49345,40,,0.2094528907707093
안암동,장충동,9349,15964,23332.22999,16,,0.8717871419674471
안암동,전농동,14508,82736,25023.62137,15,,0.9999919830403605
안암동,정릉동,29389,78692,25078.28094,3,,0.9999995205495081
안암동,제기동,26410,192682,27843.87714,71,,0.9999999999996438
안암동,종로동,75795,181643,28083.70072,71,,1.0
안암동,종암동,0,198322,27709.16281,72,1.0,0.9999999999355693
안암동,중계동,29332,1,23147.24684,9,,0.9870473956673811
안암동,중곡동,5883,0,22904.76391,35,,0.28262089200257057
안암동,중림동,0,5276,22973.3654,45,,0.1724761648175487
안암동,중화동,6112,22452,23457.92337,17,,0.8840570407086348
안암동,증산동,9587,0,22943.0626,27,,0.4750525340229943
안암동,진관동,9890,40,22947.17684,26,,0.49333641937460065
안암동,창동,34617,4,23201.96638,6,,0.9960117357854972
안암동,창신동,21046,71253,24809.52257,5,,0.9999918115739518
안암동,천연동,5034,0,22895.98541,37,,0.24561895102953907
안암동,천호동,4606,0,22891.55996,38,,0.22825140277222952
안암동,청량리동,0,25840,23477.8407,26,,0.7499784107962748
안암동,청룡동,17230,0,23022.08983,17,,0.8342621151362837
안암동,청파동,0,4,22844.03289,66,0.0,0.0951912528562883
안암동,충현동,14380,5449,23126.29602,16,,0.843283552479464
안암동,평창동,0,65,22845.52934,62,0.0,0.09587475040816583
안암동,필동,13572,0,22984.26677,20,,0.688870229847308
안암동,하계동,33435,2,23189.69565,7,,0.9948045339228637
안암동,한강로동,125903,0,24145.74889,70,1.0,0.9999999999949694
안암동,한남동,53818,37841,24328.71713,0,,0.9999996024772194
안암동,행당동,37269,0,23229.28945,5,,0.997796084853409
안암동,혜화동,0,80313,24814.17034,35,,0.9997149006071708
안암동,홍제동,12841,0,22976.70837,21,,0.6526522642366042
안암동,화곡동,16306,0,23012.53584,18,,0.8035581089988874
안암동,화양동,39305,0,23250.34132,4,,0.9986035687596858
안암동,황학동,0,2,22843.98383,66,0.0,0.09516891705487594
안암동,회기동,0,79792,24801.38919,34,,0.9996949793100341
안암동,회현동,81816,11,23690.16718,31,,0.9999999000374942
안암동,효창동,26526,0,23118.20878,10,,0.9759502259183112
안암동,휘경동,4515,69459,24594.58469,19,,0.9995773680026888
안암동,흑석동,1727,0,22861.79163,48,1.0,0.1341670035842188
암사동,가락동,266749,1244,25632.58869,75,1.0,1.0
암사동,가산동,19471,0,23045.26136,15,,0.8927641043336958
암사동,가양동,10362,0,22951.07596,26,,0.5185242342405452
암사동,갈현동,5471,0,22900.50391,36,,0.2642488571222042
암사동,강일동,0,98403,25257.95356,67,,0.9999726903432476
암사동,개봉동,2268,0,22867.38547,46,,0.14891441575865683
암사동,개포동,22003,0,23071.44178,13,,0.9363015970278661
암사동,거여동,30720,524,23174.42873,8,,0.9911009966522373
암사동,고덕동,0,89936,25050.24142,48,1.0,0.9999181277414021
암사동,공덕동,14063,0,22989.34362,20,,0.7119928484626317
암사동,공릉동,13353,0,22982.00235,20,,0.678235082379667
암사동,공항동,1292,0,22857.29381,51,,0.12322123506479331
암사동,광장동,59731,0,23461.54244,9,,0.9999857466025798
암사동,광희동,35326,0,23209.19918,6,,0.9965948981576316
암사동,구로동,42211,0,23280.38883,3,,0.9992723013772676
암사동,구의동,112150,0,24003.54537,69,,0.9999999998896827
암사동,금호동,6969,0,22915.99295,32,,0.33455195037783403
암사동,길동,53101,18548,23848.00831,0,,0.9999943007774577
암사동,길음동,5700,0,22902.87172,35,,0.27436548439189345
암사동,남가좌동,689,0,22851.0589,54,,0.10932452583207566
암사동,남영동,6893,0,22915.20713,33,,0.3307639224984012
암사동,남현동,48448,0,23344.87827,4,,0.9998205137032359
암사동,내곡동,3036,0,22875.32645,43,,0.1721153523536654
암사동,노량진동,15553,0,23004.74995,18,,0.7754976244957652
암사동,녹번동,1764,0,22862.1742,48,1.0,0.1351349640973748
암사동,논현동,80843,489,23691.83281,28,,0.9999998831059013
암사동,능동,66518,0,23531.71879,13,,0.9999968944731097
암사동,당산동,14035,0,22989.05411,20,,0.7107020114772821
암사동,대림동,8943,0,22936.40376,28,,0.4391865068092114
암사동,대방동,4096,0,22886.28666,40,,0.20871032677923743
암사동,대조동,3625,0,22881.4166,41,,0.19178298788094805
암사동,대치동,330736,11086,26535.64622,76,1.0,1.0
암사동,대학동,607,0,22850.21103,55,,0.1075446778301257
암사동,대흥동,8946,0,22936.43477,28,,0.43935241344680953
암사동,도곡동,51627,47,23378.90156,5,,0.9999126131896554
암사동,도봉동,7000,0,22916.31349,32,,0.3361032465209849
암사동,독산동,2095,0,22865.59668,47,,0.1440584402143829
암사동,돈암동,0,8,22844.13102,65,0.0,0.09523593844641971
암사동,동선동,0,21,22844.44993,64,0.0,0.09538129636581075
암사동,동화동,9895,0,22946.24726,27,,0.4923205107324288
암사동,둔촌동,68429,12519,23858.59383,8,,0.9999996012013049
암사동,등촌동,7824,0,22924.8335,31,,0.37855099428602085
암사동,마장동,11600,0,22963.87665,24,,0.587123745806331
암사동,마천동,20823,1057,23085.17108,13,,0.9282365984903702
암사동,망우동,4533,0,22890.80516,38,,0.2253771222323724
암사동,면목동,23783,4,23089.94479,12,,0.9563926978358199
암사동,명동,48742,56,23349.29197,4,,0.9998331924910726
암사동,명일동,38507,544914,36609.90046,77,1.0,1.0
암사동,목동,15341,0,23002.55791,18,,0.7671021823447997
암사동,묵동,5365,0,22899.40789,36,,0.25964781347199056
암사동,문래동,7744,0,22924.00631,31,,0.3743348200101396
암사동,문정동,267377,0,25608.56433,75,1.0,1.0
암사동,미아동,2735,0,22872.21416,44,,0.1626979174514919
암사동,반포동,57071,0,23434.03853,7,,0.9999741008765218
암사동,발산동,1090,0,22855.20516,52,,0.11840450991545454
암사동,방배동,30017,0,23154.30508,8,,0.9888718662809385
암사동,방이동,40477,30550,24011.91107,0,,0.9999795438410706
암사동,방학동,1612,0,22860.60255,49,,0.13119583367687399
암사동,방화동,13440,0,22982.90192,20,,0.6824829573953428
암사동,번동,5588,0,22901.71367,36,,0.2693876297568134
암사동,보라매동,1137,0,22855.69113,52,,0.11951047253822993
암사동,보문동,2593,0,22870.74591,45,,0.15840129289450458
암사동,북성동,249,0,22846.50938,58,0.0,0.10006986403350882
암사동,불광동,220,0,22846.20952,58,0.0,0.09948502574146705
암사동,사근동,8485,0,22931.66812,29,,0.41403858316856235
암사동,사당동,11498,0,22962.82199,24,,0.5815614410373298
암사동,사직동,63035,0,23495.7052,10,,0.9999932117997292
암사동,삼선동,13372,19,22982.66492,20,,0.6797019673897191
암사동,삼성동,110820,18625,24446.70123,69,,0.9999999999867135
암사동,삼양동,1839,0,22862.94969,48,1.0,0.1371151238026646
암사동,삼전동,0,6365,23000.08071,44,,0.19357268378955314
암사동,상계동,23842,0,23090.45671,12,,0.956920456152384
암사동,상도동,8439,0,22931.19249,29,,0.4115351551591087
암사동,상봉동,13759,2,22986.24938,20,,0.6978514700523929
암사동,상암동,10996,0,22957.6314,25,,0.5539089118944838
암사동,상일동,13435,76045,24848.38338,13,,0.9999757086074438
암사동,서강동,4273,0,22888.1168,39,,0.21534941221661308
암사동,서교동,40050,0,23258.04448,4,,0.9988184029669196
암사동,서림동,1798,0,22862.52575,48,1.0,0.1360296300300989
암사동,서빙고동,892,0,22853.15788,53,,0.11384221202167684
암사동,서원동,21081,0,23061.90847,14,,0.9227826764329796
암사동,서초동,313328,2257,26139.05796,76,1.0,1.0
암사동,석관동,3222,0,22877.24966,43,,0.17814765132848545
암사동,석촌동,140523,11415,24576.9494,71,,0.9999999999999569
암사동,성내동,667283,16994,30160.41586,78,1.0,1.0
암사동,성산동,4302,0,22888.41666,39,,0.21645165883325324
암사동,성수동,104660,0,23926.10013,69,,0.9999999994071018
암사동,소공동,25586,18,23108.93093,11,,0.9705328899403272
암사동,송천동,3780,0,22883.01927,41,,0.19723511079348988
암사동,송파동,531,10368,23103.7726,37,,0.31246002108814297
암사동,수궁동,1647,0,22860.96444,49,,0.1320941409746941
암사동,수색동,528,0,22849.39419,55,,0.10585409977569069
암사동,수서동,99711,0,23874.92837,68,,0.9999999981988579
암사동,수유동,1251,0,22856.86987,51,,0.12223015362577642
암사동,숭인동,9977,0,22947.09513,26,,0.49692262307523594
암사동,시흥동,912,0,22853.36468,53,,0.11429600108853642
암사동,신길동,7125,0,22917.60597,32,,0.3423941581112616
암사동,신내동,2115,0,22865.80348,47,,0.1446130192408038
암사동,신당동,14579,0,22994.67897,19,,0.7351547478105491
암사동,신대방동,3092,0,22875.90548,43,,0.1739143165136805
암사동,신도림동,11873,0,22966.69942,23,,0.6018985124528324
암사동,신림동,23,0,22844.17258,63,0.0,0.0955921026102777
암사동,신사동,10451,0,22951.9962,26,,0.5235109546881805
암사동,신정동,3597,0,22881.12709,41,,0.1908104406402933
암사동,신촌동,12203,0,22970.11156,23,,0.6195111351624718
암사동,신포동,11,0,22844.0485,64,0.0,0.09535942689402563
암사동,아현동,5996,0,22905.93231,35,,0.2877929870799738
암사동,안암동,6380,0,22909.9028,34,,0.3057825137996083
암사동,암사동,95978,796393,43373.41379,78,1.0,1.0
암사동,압구정동,39269,0,23249.96908,4,,0.9985922519703151
암사동,약수동,6439,0,22910.51285,33,,0.3086017359339917
암사동,양재동,79590,0,23666.88089,26,,0.9999998349901812
암사동,양평동,5491,0,22900.7107,36,,0.26512281414224703
암사동,여의도동,55547,0,23418.28064,7,,0.9999635344367441
암사동,역삼동,229202,10229,25464.77923,74,,1.0
암사동,영등포동,10839,0,22956.00805,25,,0.545183232400897
암사동,영종동,313,0,22847.17112,57,0.0,0.10137136426512425
암사동,오금동,20602,0,23056.9557,14,,0.9147626124087942
암사동,오류동,1861,0,22863.17716,48,1.0,0.13770058202118693
암사동,오륜동,23102,9,23083.02603,12,,0.9495829590282807
암사동,옥수동,1696,0,22861.47109,49,,0.13336052649243588
암사동,왕십리동,6286,0,22908.93086,34,,0.3013208157434002
암사동,용강동,9124,0,22938.27526,28,,0.44921919762092244
암사동,용답동,75574,0,23625.35618,20,,0.9999995934607434
암사동,용산동,2518,7,22870.14215,45,,0.1562890225686317
암사동,용신동,10269,0,22950.11435,26,,0.5133094619944112
암사동,우이동,2338,0,22868.10926,46,,0.15091731316942344
암사동,우장산동,4161,0,22886.95874,40,,0.2111307533045738
암사동,운서동,3060,0,22875.5746,43,,0.17288452592885772
암사동,월계동,1653,0,22861.02648,49,,0.13224865905748323
암사동,월곡동,4960,0,22895.22026,37,,0.2425534642377846
암사동,을지로동,54131,0,23403.63946,6,,0.9999498872118787
암사동,응봉동,421,0,22848.28782,56,0.0,0.1036017133154545
암사동,이문동,1976,0,22864.36624,47,,0.14079519103862476
암사동,이태원동,6654,141,22916.19492,33,,0.32298052249899917
암사동,이화동,20601,14,23057.2888,14,,0.9148865806134227
암사동,인헌동,12557,0,22973.77186,22,1.0,0.6380600635237662
암사동,일원동,27256,0,23125.75685,10,,0.9795114194051234
암사동,자양동,6664,0,22912.83931,33,,0.31948332178248384
암사동,잠실동,730582,106135,33001.71976,79,1.0,1.0
암사동,잠원동,2237,0,22867.06493,46,,0.14803444827272855
암사동,장위동,2768,0,22872.55538,44,,0.1637097752591033
암사동,장지동,155898,0,24455.89174,72,1.0,0.999999999999994
암사동,장충동,2882,0,22873.73412,44,,0.16724423970840105
암사동,전농동,11520,0,22963.04947,24,,0.5827629605442917
암사동,정릉동,1559,20,22860.54518,49,,0.13013873140940174
암사동,제기동,2157,0,22866.23775,47,,0.1457834094142055
암사동,종로동,68567,91,23555.13748,14,,0.9999980626118987
암사동,중계동,6597,0,22912.14654,33,,0.31622170781941594
암사동,중곡동,9440,0,22941.54265,27,,0.46682945089549616
암사동,중화동,7340,0,22919.82903,32,,0.3533442790050802
암사동,증산동,929,0,22853.54045,53,,0.11468295980234085
암사동,진관동,3132,0,22876.31907,43,,0.17520835711536697
암사동,창동,6924,0,22915.52766,32,,0.3323064254152311
암사동,창신동,1405,0,22858.46221,50,,0.12598855053320857
암사동,천연동,1662,0,22861.11954,49,,0.13248072341124345
암사동,천호동,31162,628171,38576.41218,77,1.0,1.0
암사동,청룡동,35019,0,23206.02485,6,,0.9963527998318266
암사동,충현동,29726,0,23151.2962,9,,0.9881294447798298
암사동,풍납동,0,139430,26264.42642,69,,0.9999998664109665
암사동,필동,13372,0,22982.19881,20,,0.6791653297608551
암사동,하계동,9299,0,22940.08473,28,,0.45895884526703845
암사동,한강로동,25392,0,23106.48343,11,,0.9691917311175299
암사동,한남동,7640,129,22926.0956,31,,0.3727852235818119
암사동,행당동,33897,0,23194.42358,7,,0.9953128351946263
암사동,혜화동,0,9,22844.15555,65,0.0,0.09524711279743424
암사동,홍제동,3780,0,22883.01927,41,,0.19723511079348988
암사동,화곡동,8572,0,22932.56768,29,,0.41878539258839687
암사동,화양동,45199,0,23311.2842,3,,0.9996278212016473
암사동,회현동,41264,0,23270.59702,4,,0.9991000530253187
암사동,효창동,3486,0,22879.97937,42,,0.18699208733379402
암사동,휘경동,9231,0,22939.38162,28,,0.45517015440847036
암사동,흑석동,7178,0,22918.15398,32,,0.34507848063862273
압구정동,가락동,106410,13418,24273.3647,69,,0.9999999999297469
압구정동,가산동,32767,0,23182.73958,7,,0.9939673660224162
압구정동,가양동,46845,0,23328.30354,3,,0.9997427809526238
압구정동,갈현동,200404,0,24916.07569,74,,1.0
압구정동,강일동,0,1162,22872.4409,55,,0.10893464375575125
압구정동,개봉동,19458,0,23045.12694,15,,0.8924843513302608
압구정동,개포동,44547,58296,24734.65798,0,,0.9999997754172927
압구정동,거여동,23720,0,23089.19525,12,,0.9557770361642166
압구정동,공덕동,71061,1713,23620.71584,15,,0.9999991032240254
압구정동,공릉동,83571,0,23708.04371,35,,0.9999999324959531
압구정동,공항동,11595,0,22963.82495,24,,0.5868515893487923
압구정동,광장동,17257,0,23022.369,17,,0.835098612060082
압구정동,광희동,65814,75085,25366.42203,12,,0.9999999997851439
압구정동,구로동,151779,0,24413.30203,72,1.0,0.9999999999999849
압구정동,구의동,118175,0,24065.84278,70,1.0,0.9999999999714795
압구정동,군자동,0,29840,23575.96855,25,,0.8344092761852628
압구정동,금호동,149266,162635,28377.07394,73,1.0,1.0
압구정동,길동,15544,120,23007.60073,18,,0.7778462499268857
압구정동,길음동,72289,275,23598.13617,17,,0.9999991797821752
압구정동,남가좌동,13995,0,22988.64052,20,,0.7088520217656509
압구정동,남영동,40112,0,23258.68555,4,,0.9988347181574384
압구정동,남현동,166504,49114,25770.4187,72,1.0,1.0
압구정동,내곡동,13086,5053,23103.20163,18,,0.7926515675191269
압구정동,노량진동,67020,0,23536.90938,13,,0.9999972254897275
압구정동,녹번동,145935,0,24352.87613,71,,0.999999999999944
압구정동,논현동,296559,594715,6852.0,78,1.0,1.0
압구정동,능동,64192,0,23507.66837,11,,0.9999947647386163
압구정동,다산동,0,11913,23136.18404,37,,0.33014856546159577
압구정동,당산동,99292,0,23870.59599,68,,0.9999999980211909
압구정동,대림동,54681,0,23409.32636,6,,0.9999557083762943
압구정동,대방동,87161,0,23745.16366,46,,0.9999999698508204
압구정동,대조동,118740,0,24071.68477,70,1.0,0.9999999999748774
압구정동,대치동,201801,140765,28383.76225,74,,1.0
압구정동,대학동,1583,0,22860.30269,49,,0.13045545580605566
압구정동,대흥동,71468,77,23584.78985,16,,0.9999989881077168
압구정동,도곡동,165233,40025,25534.30578,72,1.0,1.0
압구정동,도봉동,26534,3274,23198.60915,8,,0.9841661449843997
압구정동,도화동,0,10,22844.18008,65,0.0,0.0952582883215307
압구정동,독산동,4886,0,22894.45511,38,,0.2395140895146943
압구정동,돈암동,0,474,22855.56291,58,0.0,0.10057179457890282
압구정동,동선동,0,953,22867.31372,56,0.0,0.10633161226147453
압구정동,동화동,12197,13922,23311.58352,14,,0.9081696710537918
압구정동,둔촌동,47523,1567,23373.75553,2,,0.999819708293588
압구정동,등촌동,58974,0,23453.7152,8,,0.9999831060606131
압구정동,마장동,7319,53589,24234.25528,13,,0.9982391037418281
압구정동,마천동,17982,0,23029.86537,16,,0.856310680596245
압구정동,망우동,11202,2687,23025.67879,21,,0.6482077050354821
압구정동,면목동,75286,13270,23947.91747,14,,0.9999999224028875
압구정동,명동,201269,83137,26964.53348,74,,1.0
압구정동,명일동,26995,0,23123.05815,10,,0.9783017440156777
압구정동,목동,164546,0,24545.31049,72,1.0,0.9999999999999991
압구정동,묵동,20996,215,23066.30396,14,,0.9234071261695834
압구정동,문래동,29449,0,23148.43207,9,,0.9873773622032959
압구정동,문정동,71028,14930,23944.61358,10,,0.9999998372400748
압구정동,미아동,42348,14923,23647.89587,0,,0.9998980395419419
압구정동,반포동,606719,435956,39812.15557,78,1.0,1.0
압구정동,발산동,18265,0,23032.79154,16,,0.8639531454494254
압구정동,방배동,74853,37932,24548.44761,10,,0.9999999965073672
압구정동,방이동,36091,0,23217.10914,6,,0.9971307406717982
압구정동,방학동,7634,2918,22994.4532,28,,0.46009385923468815
압구정동,방화동,51081,0,23372.10301,5,,0.9999006135724359
압구정동,번동,112359,40413,24997.11663,69,,0.9999999999994424
압구정동,보라매동,3895,0,22884.20835,40,,0.20135524331274043
압구정동,보문동,36207,0,23218.30856,6,,0.9972042979111287
압구정동,북성동,454,0,22848.62904,56,0.0,0.10429181637446346
