출발_동,도착_동,지하철_승객수,버스_승객수,택시_승객수,클러스터,label,score
고덕동,이화동,0,15,22844.30274,64,0.0,0.09531418345639912
고덕동,일원동,0,1079,22870.40475,56,0.0,0.10789427330635587
고덕동,잠실동,0,59356,24300.05398,23,,0.9956996468993101
고덕동,장안동,0,3296,22924.79211,49,,0.13884226972214714
고덕동,정릉동,0,42,22844.9651,63,0.0,0.09561652451138174
고덕동,종로동,0,5661,22982.81021,45,,0.17971888152075075
고덕동,중곡동,0,6212,22996.32732,44,,0.1904943419225323
고덕동,중림동,0,79,22845.87279,62,0.0,0.09603223646529714
고덕동,창신동,0,1528,22881.4196,54,,0.11362788409748312
고덕동,천호동,0,250140,28980.36009,73,1.0,0.9999999999999223
고덕동,청담동,0,262,22850.36214,60,0.0,0.09811215635454835
고덕동,충현동,0,414,22854.09099,59,,0.09987016674581607
고덕동,풍납동,0,47174,24001.2056,21,,0.9794679891096961
고덕동,한남동,0,173,22848.17879,61,0.0,0.09709564209161631
고덕동,혜화동,0,5,22844.05742,66,0.0,0.09520242251589132
고덕동,회현동,0,430,22854.48351,59,,0.10005684079180704
고척동,가리봉동,0,70194,24565.9314,27,,0.9989418631236889
고척동,가산동,0,68237,24517.92235,27,,0.9986365997266816
고척동,가양동,0,3433,22928.15299,49,,0.14098009224729222
고척동,개봉동,0,1455420,58548.24498,79,1.0,1.0
고척동,고척동,0,1785400,66643.30228,79,1.0,1.0
고척동,공덕동,0,60092,24318.10951,23,,0.9960895734375232
고척동,광희동,0,709,22861.32792,57,0.0,0.10336213995160473
고척동,구로동,0,739285,40980.04735,78,1.0,1.0
고척동,길음동,0,3432,22928.12846,49,,0.14096438847076043
고척동,낙성대동,0,3,22844.00836,66,0.0,0.09518008436931341
고척동,난향동,0,31,22844.69525,63,0.0,0.0954932451295632
고척동,노량진동,0,28601,23545.57345,25,,0.8110021556053552
고척동,논현동,0,48,22845.1123,63,0.0,0.09568382770502115
고척동,당산동,0,54974,24192.55492,22,1.0,0.9924340623592914
고척동,대림동,0,2167,22897.09553,52,,0.12224456077352876
고척동,대방동,0,17733,23278.96007,31,,0.5117994158934004
고척동,대학동,0,982,22868.02515,56,0.0,0.10668949629830954
고척동,대흥동,0,488,22855.90636,58,0.0,0.10073613646306738
고척동,도림동,0,14995,23211.79155,34,,0.42363987111963175
고척동,도봉동,0,698,22861.05807,57,0.0,0.10323001396715664
고척동,도화동,0,54255,24174.91644,22,1.0,0.9917008351144326
고척동,독산동,0,33047,23654.64256,24,,0.8842266121541985
고척동,돈암동,0,1373,22877.61715,55,,0.11161915607102019
고척동,동선동,0,3058,22918.95351,50,,0.1351930847109705
고척동,등촌동,0,2759,22911.61845,51,,0.1307236370090546
고척동,명동,0,79,22845.87279,62,0.0,0.09603223646529714
고척동,목동,0,194107,27605.76059,72,1.0,0.9999999998887057
고척동,문래동,0,123441,25872.18486,69,,0.9999989377215275
고척동,미아동,0,903,22866.08712,56,0.0,0.10571705435554839
고척동,반포동,0,252,22850.11682,60,0.0,0.09799747002236524
고척동,발산동,0,454,22855.07227,58,0.0,0.10033743352929517
고척동,방학동,0,266,22850.46026,60,0.0,0.09815806444051196
고척동,번동,0,2190,22897.65976,52,,0.12256495369141228
고척동,보라매동,0,3665,22933.84441,49,,0.1446630346868756
고척동,사당동,0,4,22844.03289,66,0.0,0.0951912528562883
고척동,사직동,0,35845,23723.28299,23,,0.9165152441645797
고척동,삼선동,0,3428,22928.03033,49,,0.14090158810552894
고척동,삼성동,0,543,22857.25562,58,0.0,0.10138407588061124
고척동,상도동,0,15508,23224.37645,33,,0.4399599251159556
고척동,서강동,0,1098,22870.87086,56,0.0,0.10813165678314916
고척동,서교동,0,2989,22917.2608,50,,0.13415036601195504
고척동,서림동,0,541,22857.20655,58,0.0,0.10136044985827357
고척동,서원동,0,1220,22873.86376,55,,0.10966686683750199
고척동,성현동,0,1,22843.95929,67,,0.09515775099778036
고척동,소공동,0,4903,22964.21498,46,,0.1656814455832057
고척동,송중동,0,3559,22931.24402,49,,0.14297048887346392
고척동,수궁동,0,139551,26267.39479,69,,0.9999998684907399
고척동,시흥동,0,20378,23343.84711,30,,0.5963312918826771
고척동,신길동,0,58788,24286.11983,23,,0.9953724620329993
고척동,신대방동,0,7992,23039.99421,41,,0.22864531030732074
고척동,신도림동,0,1273035,54073.98283,79,1.0,1.0
고척동,신림동,0,1709,22885.85989,53,,0.11601337948622484
고척동,신사동,0,329,22852.00578,59,,0.09888364436313156
고척동,신월동,0,4537,22955.23628,47,,0.15922442338984336
고척동,신정동,0,582270,37128.16111,77,1.0,1.0
고척동,신촌동,0,475,22855.58744,58,0.0,0.10058352540249968
고척동,아현동,0,74,22845.75013,62,0.0,0.09597596491455025
고척동,양평동,0,6416,23001.33184,44,,0.19460716252907698
고척동,여의도동,0,136574,26194.36314,69,,0.9999998065294368
고척동,역삼동,0,312,22851.58873,59,,0.09868738393099911
고척동,염창동,0,7770,23034.54812,42,,0.22360771993098308
고척동,영등포동,0,249807,28972.19095,73,1.0,0.9999999999999187
고척동,오류동,0,218191,28196.58839,72,1.0,0.999999999995101
고척동,용강동,0,25,22844.54806,64,0.0,0.09542606175919907
고척동,은천동,0,637,22859.56162,57,0.0,0.10250002489659923
고척동,이화동,0,6192,22995.83668,44,,0.190094723138947
고척동,잠원동,0,1,22843.95929,67,,0.09515775099778036
고척동,조원동,0,6,22844.08195,65,0.0,0.09521359334821336
고척동,종로동,0,19176,23314.35969,30,,0.5583159496014644
고척동,중앙동,0,446,22854.87602,58,0.0,0.10024382499337312
고척동,창동,0,1597,22883.11231,54,,0.11453218683369797
고척동,청룡동,0,2399,22902.78694,52,,0.12550957079892588
고척동,청파동,0,81,22845.92185,62,0.0,0.0960547533752117
고척동,충현동,0,35543,23715.87434,23,,0.9134694358168819
고척동,필동,0,134,22847.22204,61,0.0,0.09665317216226825
고척동,합정동,0,1121,22871.43509,55,,0.10841962976389136
고척동,항동,0,4859,22963.13557,46,,0.1648942325784548
고척동,혜화동,0,2037,22893.90637,53,,0.12044717232092574
고척동,화곡동,0,278262,29670.24797,74,,0.999999999999998
고척동,회현동,0,726,22861.74497,57,0.0,0.1035666288566149
